sector,area,price,feature,price_per_sqm,coordinates,latitude,longitude
sector 102,118,1.99,Premium,0.016864406779661018,"28.4750° N, 76.9715° E",28.475,76.9715
sector 82a,118,1.8,Premium,0.015254237288135594,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 78,119,1.85,Premium,0.015546218487394958,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 99a,119,1.25,Premium,0.01050420168067227,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 93,120,1.72,Standard,0.014333333333333333,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 85,121,1.89,Standard,0.015619834710743801,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 102,121,2.03,Premium,0.01677685950413223,"28.4750° N, 76.9715° E",28.475,76.9715
sector 23,123,2.57,Standard,0.02089430894308943,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 99a,123,1.23,Standard,0.01,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,123,1.25,Basic,0.01016260162601626,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,123,1.32,Standard,0.010731707317073172,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 45,124,3.35,Basic,0.027016129032258064,"28.4466° N, 77.0660° E",28.4466,77.066
sector 88a,124,1.47,Premium,0.011854838709677419,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 78,124,1.92,Basic,0.015483870967741935,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 85,125,1.43,Premium,0.011439999999999999,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 95,125,1.35,Basic,0.0108,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 66,125,1.2,Premium,0.0096,"28.3925° N, 77.0541° E",28.3925,77.0541
sector 35,125,1.47,Basic,0.01176,"28.4155° N, 77.0022° E",28.4155,77.0022
sector 99a,125,1.57,Premium,0.01256,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 3,125,0.8,Standard,0.0064,"28.4909° N, 77.0176° E",28.4909,77.0176
sector 2,125,0.75,Basic,0.006,"28.5095° N, 77.0320° E",28.5095,77.032
sector 67,125,0.24,Standard,0.0019199999999999998,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 73,125,2.34,Standard,0.01872,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 88b,125,1.43,Premium,0.011439999999999999,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 25,125,3.85,Premium,0.0308,"28.4844° N, 77.0860° E",28.4844,77.086
sector 83,125,1.73,Premium,0.01384,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,125,1.63,Premium,0.01304,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 95,125,1.2,Premium,0.0096,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 93,125,1.27,Premium,0.01016,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 78,125,1.95,Premium,0.0156,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 82,125,1.8,Standard,0.0144,"28.3935° N, 76.9600° E",28.3935,76.96
sector 88a,125,1.65,Premium,0.0132,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 88a,125,1.67,Premium,0.013359999999999999,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 24,125,4.5,Premium,0.036,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 95,125,1.02,Basic,0.00816,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 82a,125,1.8,Premium,0.0144,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 95,125,1.27,Premium,0.01016,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 78,125,1.68,Premium,0.013439999999999999,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 3,125,0.5,Premium,0.004,"28.4909° N, 77.0176° E",28.4909,77.0176
sector 93,125,1.72,Basic,0.01376,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 25,125,4.5,Basic,0.036,"28.4844° N, 77.0860° E",28.4844,77.086
sector 26,125,3.8,Premium,0.0304,"28.4757° N, 77.1032° E",28.4757,77.1032
sector 88a,125,1.57,Premium,0.01256,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 11,125,0.16,Premium,0.00128,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 88a,125,1.57,Premium,0.01256,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 67,125,0.45,Standard,0.0036,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 99a,125,1.32,Premium,0.01056,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 57,125,2.6,Premium,0.0208,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 25,126,4.0,Premium,0.031746031746031744,"28.4844° N, 77.0860° E",28.4844,77.086
sector 99a,126,1.59,Premium,0.01261904761904762,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 88a,126,1.67,Standard,0.013253968253968254,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 83,127,1.75,Premium,0.013779527559055118,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 83,127,1.74,Standard,0.013700787401574804,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 78,127,1.98,Premium,0.015590551181102362,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 99a,127,1.5,Premium,0.011811023622047244,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,127,1.49,Premium,0.01173228346456693,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 102,128,2.58,Premium,0.02015625,"28.4750° N, 76.9715° E",28.475,76.9715
sector 95,128,1.38,Premium,0.01078125,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 70,129,1.91,Standard,0.014806201550387596,"28.3968° N, 77.0233° E",28.3968,77.0233
sector 99a,129,1.61,Premium,0.012480620155038761,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 102,130,2.32,Basic,0.017846153846153845,"28.4750° N, 76.9715° E",28.475,76.9715
sector 95,130,1.32,Basic,0.010153846153846154,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 83,130,1.86,Standard,0.014307692307692308,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 102,130,2.31,Premium,0.01776923076923077,"28.4750° N, 76.9715° E",28.475,76.9715
sector 99a,130,1.55,Premium,0.011923076923076923,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 83,130,1.86,Standard,0.014307692307692308,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 95,130,1.24,Premium,0.009538461538461539,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,130,1.25,Premium,0.009615384615384616,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 99a,130,1.71,Premium,0.013153846153846153,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 95,130,1.24,Premium,0.009538461538461539,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 112,130,2.03,Premium,0.015615384615384614,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 95,130,1.4,Premium,0.010769230769230769,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,131,1.1,Premium,0.008396946564885497,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 7,134,1.6,Basic,0.011940298507462687,"28.4644° N, 77.0143° E",28.4644,77.0143
sector 9,134,2.1,Basic,0.01567164179104478,"28.4603° N, 77.0000° E",28.4603,77.0
sector 67a,134,0.28,Premium,0.0020895522388059704,"28.3960° N, 77.0372° E",28.396,77.0372
sector 89,134,1.5,Premium,0.011194029850746268,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 83,134,1.92,Premium,0.014328358208955224,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 88b,134,1.68,Premium,0.01253731343283582,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 67,134,0.27,Premium,0.0020149253731343284,"28.3859° N, 77.0608° E",28.3859,77.0608
sector 54,134,4.3,Premium,0.03208955223880597,"28.4348° N, 77.1089° E",28.4348,77.1089
sector 102,134,2.24,Premium,0.016716417910447763,"28.4750° N, 76.9715° E",28.475,76.9715
sector 47,134,2.8,Premium,0.0208955223880597,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 47,134,2.84,Premium,0.021194029850746268,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 102,134,2.16,Premium,0.016119402985074627,"28.4750° N, 76.9715° E",28.475,76.9715
sector 42,135,3.25,Basic,0.024074074074074074,"28.4576° N, 77.1020° E",28.4576,77.102
sector 57,135,3.0,Basic,0.022222222222222223,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 99a,135,2.0,Basic,0.014814814814814815,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 57,135,2.82,Basic,0.020888888888888887,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 42,135,3.19,Basic,0.02362962962962963,"28.4576° N, 77.1020° E",28.4576,77.102
sector 45,135,2.9,Premium,0.02148148148148148,"28.4466° N, 77.0660° E",28.4466,77.066
sector 57,135,2.51,Premium,0.01859259259259259,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 99a,135,1.6,Premium,0.011851851851851853,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 99a,135,1.7,Premium,0.012592592592592593,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 46,135,2.67,Standard,0.019777777777777776,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 42,135,3.8,Standard,0.028148148148148148,"28.4576° N, 77.1020° E",28.4576,77.102
sector 43,135,3.99,Premium,0.029555555555555557,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 46,135,2.7,Standard,0.02,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 38,135,2.4,Standard,0.017777777777777778,"28.4347° N, 77.0430° E",28.4347,77.043
sector 52,135,2.19,Basic,0.01622222222222222,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 46,135,2.8,Standard,0.02074074074074074,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 43,135,3.62,Standard,0.026814814814814816,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 42,135,3.47,Premium,0.025703703703703704,"28.4576° N, 77.1020° E",28.4576,77.102
sector 47,135,3.1,Premium,0.022962962962962963,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 99a,135,2.02,Standard,0.014962962962962963,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 45,135,2.74,Standard,0.0202962962962963,"28.4466° N, 77.0660° E",28.4466,77.066
sector 4,135,2.25,Basic,0.016666666666666666,"28.4738° N, 77.0107° E",28.4738,77.0107
sector 27,135,3.5,Premium,0.025925925925925925,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 46,135,3.1,Premium,0.022962962962962963,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 46,135,3.2,Standard,0.023703703703703706,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 38,135,2.9,Standard,0.02148148148148148,"28.4347° N, 77.0430° E",28.4347,77.043
sector 40,135,3.0,Standard,0.022222222222222223,"28.4498° N, 77.0567° E",28.4498,77.0567
sector 99a,135,1.42,Premium,0.010518518518518517,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 57,135,2.2,Basic,0.0162962962962963,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 46,135,3.1,Standard,0.022962962962962963,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 46,135,2.96,Premium,0.021925925925925925,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 46,135,3.22,Standard,0.023851851851851853,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 56,135,2.8,Premium,0.02074074074074074,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 45,135,3.2,Basic,0.023703703703703706,"28.4466° N, 77.0660° E",28.4466,77.066
sector 23,135,2.3,Standard,0.017037037037037035,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 52,135,2.08,Standard,0.015407407407407408,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 57,135,2.75,Standard,0.020370370370370372,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 10,135,2.1,Basic,0.015555555555555557,"28.4537° N, 77.0009° E",28.4537,77.0009
sector 47,135,2.83,Premium,0.020962962962962964,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 38,135,2.75,Premium,0.020370370370370372,"28.4347° N, 77.0430° E",28.4347,77.043
sector 42,135,3.04,Premium,0.022518518518518518,"28.4576° N, 77.1020° E",28.4576,77.102
sector 22,135,2.6,Standard,0.01925925925925926,"28.5072° N, 77.0640° E",28.5072,77.064
sector 23,135,2.55,Standard,0.01888888888888889,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 45,135,3.2,Standard,0.023703703703703706,"28.4466° N, 77.0660° E",28.4466,77.066
sector 42,136,3.0,Basic,0.022058823529411766,"28.4576° N, 77.1020° E",28.4576,77.102
sector 28,136,2.58,Basic,0.018970588235294118,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 42,136,2.99,Premium,0.02198529411764706,"28.4576° N, 77.1020° E",28.4576,77.102
sector 23,136,2.5,Premium,0.01838235294117647,"28.5121° N, 77.0478° E",28.5121,77.0478
sector 43,136,3.5,Premium,0.025735294117647058,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 51,136,2.35,Premium,0.017279411764705883,"28.4320° N, 77.0686° E",28.432,77.0686
sector 93,136,1.79,Premium,0.013161764705882354,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 24,136,3.4,Premium,0.024999999999999998,"28.4939° N, 77.1038° E",28.4939,77.1038
sector 82a,138,1.98,Standard,0.014347826086956521,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 88b,138,1.57,Premium,0.0113768115942029,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,138,1.53,Standard,0.011086956521739131,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,138,1.9,Premium,0.013768115942028985,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 35,138,1.24,Premium,0.008985507246376812,"28.4155° N, 77.0022° E",28.4155,77.0022
sector 99a,138,1.45,Premium,0.010507246376811594,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 5,140,2.45,Standard,0.0175,"28.4794° N, 77.0176° E",28.4794,77.0176
sector 57,140,2.35,Premium,0.016785714285714286,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 5,140,2.25,Basic,0.01607142857142857,"28.4794° N, 77.0176° E",28.4794,77.0176
sector 99a,140,1.84,Premium,0.013142857142857144,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 95,140,1.26,Basic,0.009,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 3,140,0.58,Basic,0.004142857142857143,"28.4909° N, 77.0176° E",28.4909,77.0176
sector 11,142,0.37,Basic,0.0026056338028169015,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 71,142,2.26,Standard,0.015915492957746476,"28.4104° N, 77.0281° E",28.4104,77.0281
sector 93,142,1.61,Premium,0.011338028169014086,"28.4153° N, 76.9326° E",28.4153,76.9326
sector 47,142,3.05,Standard,0.02147887323943662,"28.4276° N, 77.0492° E",28.4276,77.0492
sector 43,142,3.9,Premium,0.027464788732394364,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 112,142,2.21,Premium,0.01556338028169014,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 73,142,2.3,Standard,0.01619718309859155,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 46,143,2.0,Basic,0.013986013986013986,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 99a,143,1.46,Standard,0.01020979020979021,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 51,143,2.7,Standard,0.01888111888111888,"28.4320° N, 77.0686° E",28.432,77.0686
sector 43,144,3.9,Basic,0.027083333333333334,"28.4629° N, 77.0772° E",28.4629,77.0772
sector 51,144,2.7,Standard,0.018750000000000003,"28.4320° N, 77.0686° E",28.432,77.0686
sector 46,144,3.21,Standard,0.022291666666666668,"28.4374° N, 77.0586° E",28.4374,77.0586
sector 55,144,2.75,Standard,0.019097222222222224,"28.4281° N, 77.1100° E",28.4281,77.11
sector 2,145,2.95,Basic,0.0203448275862069,"28.5095° N, 77.0320° E",28.5095,77.032
sector 79,145,2.09,Premium,0.014413793103448275,"28.3624° N, 76.9787° E",28.3624,76.9787
sector 2,145,2.39,Standard,0.016482758620689656,"28.5095° N, 77.0320° E",28.5095,77.032
sector 73,145,2.27,Premium,0.015655172413793102,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 2,145,2.35,Basic,0.016206896551724137,"28.5095° N, 77.0320° E",28.5095,77.032
sector 73,145,2.16,Premium,0.014896551724137933,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 112,145,2.25,Premium,0.015517241379310345,"28.5189° N, 77.0183° E",28.5189,77.0183
sector 2,145,2.15,Basic,0.01482758620689655,"28.5095° N, 77.0320° E",28.5095,77.032
sector 88a,145,1.73,Premium,0.011931034482758621,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 79,146,2.1,Premium,0.014383561643835616,"28.3624° N, 76.9787° E",28.3624,76.9787
sector 73,146,2.36,Standard,0.016164383561643833,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 55,146,2.59,Premium,0.01773972602739726,"28.4281° N, 77.1100° E",28.4281,77.11
sector 82a,146,21.0,Standard,0.14383561643835616,"28.3858° N, 76.9686° E",28.3858,76.9686
sector 99a,146,1.93,Basic,0.013219178082191781,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 55,146,3.4,Premium,0.02328767123287671,"28.4281° N, 77.1100° E",28.4281,77.11
sector 102,146,2.36,Premium,0.016164383561643833,"28.4750° N, 76.9715° E",28.475,76.9715
sector 58,147,2.11,Premium,0.014353741496598639,"28.4200° N, 77.1105° E",28.42,77.1105
sector 73,147,2.2,Premium,0.014965986394557824,"28.4072° N, 77.0118° E",28.4072,77.0118
sector 51,148,4.0,Basic,0.02702702702702703,"28.4320° N, 77.0686° E",28.432,77.0686
sector 45,148,3.2,Basic,0.021621621621621623,"28.4466° N, 77.0660° E",28.4466,77.066
sector 58,148,2.12,Premium,0.014324324324324325,"28.4200° N, 77.1105° E",28.42,77.1105
sector 102,148,2.6,Premium,0.01756756756756757,"28.4750° N, 76.9715° E",28.475,76.9715
sector 95,149,1.6,Premium,0.010738255033557048,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 95,149,1.46,Standard,0.009798657718120805,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 88b,149,1.65,Premium,0.011073825503355703,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 95,149,1.33,Basic,0.008926174496644295,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 88b,149,1.87,Premium,0.0125503355704698,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,149,1.88,Premium,0.01261744966442953,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 102,149,2.64,Premium,0.01771812080536913,"28.4750° N, 76.9715° E",28.475,76.9715
sector 88b,149,2.05,Standard,0.013758389261744965,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,149,1.96,Premium,0.013154362416107382,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88b,150,1.8,Basic,0.012,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 99,150,2.3,Basic,0.015333333333333332,"28.4640° N, 76.9614° E",28.464,76.9614
sector 95,150,1.22,Basic,0.008133333333333333,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 99a,150,1.5,Standard,0.01,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 78,150,1.97,Basic,0.013133333333333334,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 78,150,2.33,Premium,0.015533333333333333,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 83,150,1.96,Premium,0.013066666666666666,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 99a,150,2.05,Premium,0.013666666666666666,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 95,150,1.43,Premium,0.009533333333333333,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 35,150,1.25,Premium,0.008333333333333333,"28.4155° N, 77.0022° E",28.4155,77.0022
sector 63a,150,3.0,Premium,0.02,"28.3923° N, 77.0888° E",28.3923,77.0888
sector 99a,150,1.58,Premium,0.010533333333333334,"28.4561° N, 76.9542° E",28.4561,76.9542
sector 49,150,4.5,Basic,0.03,"28.4121° N, 77.0480° E",28.4121,77.048
sector 88a,151,2.05,Premium,0.01357615894039735,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 95,151,1.61,Premium,0.01066225165562914,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 108,151,2.25,Premium,0.014900662251655629,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,151,2.08,Basic,0.013774834437086093,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,151,1.95,Basic,0.012913907284768211,"28.5134° N, 76.9830° E",28.5134,76.983
sector 88a,151,1.89,Basic,0.012516556291390727,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 108,151,2.53,Standard,0.016754966887417216,"28.5134° N, 76.9830° E",28.5134,76.983
sector 88a,151,1.94,Premium,0.012847682119205298,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 33,151,0.6,Standard,0.003973509933774834,"28.4420° N, 77.0207° E",28.442,77.0207
sector 108,151,2.52,Premium,0.016688741721854305,"28.5134° N, 76.9830° E",28.5134,76.983
sector 102,151,2.7,Premium,0.017880794701986755,"28.4750° N, 76.9715° E",28.475,76.9715
sector 41,151,4.1,Premium,0.0271523178807947,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 62,151,3.43,Standard,0.022715231788079472,"28.4139° N, 77.0886° E",28.4139,77.0886
sector 55,151,3.3,Premium,0.021854304635761587,"28.4281° N, 77.1100° E",28.4281,77.11
sector 108,151,2.6,Basic,0.017218543046357615,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,151,2.17,Standard,0.014370860927152318,"28.5134° N, 76.9830° E",28.5134,76.983
sector 88b,151,2.07,Premium,0.013708609271523177,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 88,151,2.16,Standard,0.014304635761589406,"28.4220° N, 76.9571° E",28.422,76.9571
sector 55,151,3.5,Standard,0.023178807947019868,"28.4281° N, 77.1100° E",28.4281,77.11
sector 56,151,3.55,Premium,0.023509933774834436,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 41,151,4.25,Premium,0.028145695364238412,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 28,151,4.25,Premium,0.028145695364238412,"28.4728° N, 77.0865° E",28.4728,77.0865
sector 56,151,3.3,Standard,0.021854304635761587,"28.4245° N, 77.0991° E",28.4245,77.0991
sector 102,151,2.6,Standard,0.017218543046357615,"28.4750° N, 76.9715° E",28.475,76.9715
sector 108,151,2.1,Standard,0.013907284768211922,"28.5134° N, 76.9830° E",28.5134,76.983
sector 89,151,1.93,Premium,0.012781456953642384,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 102,151,2.7,Premium,0.017880794701986755,"28.4750° N, 76.9715° E",28.475,76.9715
sector 65,151,3.6,Standard,0.02384105960264901,"28.4030° N, 77.0690° E",28.403,77.069
sector 78,151,2.4,Premium,0.015894039735099338,"28.3733° N, 76.9729° E",28.3733,76.9729
sector 108,151,2.18,Premium,0.014437086092715233,"28.5134° N, 76.9830° E",28.5134,76.983
sector 88b,151,1.96,Standard,0.012980132450331125,"28.4446° N, 76.9542° E",28.4446,76.9542
sector 102,151,3.06,Premium,0.020264900662251655,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,151,2.97,Premium,0.019668874172185432,"28.4750° N, 76.9715° E",28.475,76.9715
sector 62,151,3.24,Premium,0.02145695364238411,"28.4139° N, 77.0886° E",28.4139,77.0886
sector 55,151,3.3,Premium,0.021854304635761587,"28.4281° N, 77.1100° E",28.4281,77.11
sector 108,151,2.15,Premium,0.01423841059602649,"28.5134° N, 76.9830° E",28.5134,76.983
sector 102,151,2.91,Premium,0.019271523178807946,"28.4750° N, 76.9715° E",28.475,76.9715
sector 102,151,4.0,Premium,0.026490066225165563,"28.4750° N, 76.9715° E",28.475,76.9715
sector 108,151,2.26,Premium,0.01496688741721854,"28.5134° N, 76.9830° E",28.5134,76.983
sector 88a,151,2.0,Premium,0.013245033112582781,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 41,151,3.8,Premium,0.025165562913907282,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 45,151,4.05,Premium,0.02682119205298013,"28.4466° N, 77.0660° E",28.4466,77.066
sector 41,151,3.59,Standard,0.02377483443708609,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 95,151,1.62,Premium,0.010728476821192054,"28.4172° N, 76.9081° E",28.4172,76.9081
sector 41,151,3.51,Standard,0.02324503311258278,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,151,3.49,Standard,0.023112582781456954,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 65,151,4.48,Standard,0.029668874172185434,"28.4030° N, 77.0690° E",28.403,77.069
sector 41,151,3.35,Standard,0.02218543046357616,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 41,151,4.2,Standard,0.027814569536423844,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 108,151,2.12,Standard,0.01403973509933775,"28.5134° N, 76.9830° E",28.5134,76.983
sector 108,151,2.13,Standard,0.014105960264900661,"28.5134° N, 76.9830° E",28.5134,76.983
sector 83,151,2.34,Premium,0.015496688741721854,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 57,151,3.6,Premium,0.02384105960264901,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 27,151,4.5,Premium,0.029801324503311258,"28.4658° N, 77.0917° E",28.4658,77.0917
sector 41,151,4.2,Premium,0.027814569536423844,"28.4557° N, 77.0632° E",28.4557,77.0632
sector 108,151,2.16,Premium,0.014304635761589406,"28.5134° N, 76.9830° E",28.5134,76.983
sector 67a,152,2.58,Premium,0.016973684210526318,"28.3960° N, 77.0372° E",28.396,77.0372
sector 65,152,3.33,Premium,0.021907894736842105,"28.4030° N, 77.0690° E",28.403,77.069
sector 52,152,2.55,Premium,0.016776315789473684,"28.4379° N, 77.0785° E",28.4379,77.0785
sector 88a,152,2.09,Premium,0.013749999999999998,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 102,152,2.91,Premium,0.019144736842105263,"28.4750° N, 76.9715° E",28.475,76.9715
sector 89,153,2.15,Standard,0.014052287581699345,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 89,153,1.92,Premium,0.012549019607843137,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 89,153,1.78,Premium,0.011633986928104575,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 62,153,3.4,Premium,0.022222222222222223,"28.4139° N, 77.0886° E",28.4139,77.0886
sector 89,153,1.83,Premium,0.01196078431372549,"28.4253° N, 76.9439° E",28.4253,76.9439
sector 102,153,2.6,Premium,0.016993464052287584,"28.4750° N, 76.9715° E",28.475,76.9715
sector 83,153,2.29,Basic,0.014967320261437909,"28.3986° N, 76.9647° E",28.3986,76.9647
sector 57,154,3.25,Standard,0.021103896103896104,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 57,154,3.0,Standard,0.01948051948051948,"28.4232° N, 77.0752° E",28.4232,77.0752
sector 11,155,0.35,Basic,0.002258064516129032,"28.4531° N, 77.0202° E",28.4531,77.0202
sector 88a,156,2.15,Premium,0.013782051282051282,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 102,159,2.38,Premium,0.014968553459119497,"28.4750° N, 76.9715° E",28.475,76.9715
sector 55,159,3.35,Standard,0.02106918238993711,"28.4281° N, 77.1100° E",28.4281,77.11
sector 88a,159,2.18,Standard,0.013710691823899373,"28.4347° N, 76.9557° E",28.4347,76.9557
sector 108,161,2.16,Basic,0.013416149068322981,"28.5134° N, 76.9830° E",28.5134,76.983
