property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category,price_per_sqft,coordinates,latitude,longitude
flat,sector 81,2.25,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,2.0,High,High Floor,0.0011664074650077762,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 58,2.2,2.0,2.0,2,Relatively New,1244.0,0.0,0.0,0.0,Low,Mid Floor,0.0017684887459807075,"28.4200° N, 77.1105° E",28.42,77.1105
flat,sector 71,0.39,1.0,1.0,2,New Property,294.0,0.0,0.0,0.0,Low,Low Floor,0.001326530612244898,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 24,5.8,3.0,4.0,3+,Old Property,3700.0,1.0,0.0,2.0,Medium,Mid Floor,0.0015675675675675676,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,sector 81,0.95,2.0,2.0,2,Relatively New,1150.0,0.0,0.0,1.0,High,High Floor,0.0008260869565217391,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 90,0.7,2.0,3.0,2,Relatively New,1502.0,0.0,0.0,1.0,Low,Mid Floor,0.00046604527296937416,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 37,1.27,3.0,3.0,3,Relatively New,1581.0,0.0,0.0,0.0,Low,Low Floor,0.0008032890575585073,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sector 108,1.25,3.0,2.0,0,Relatively New,1991.0,0.0,0.0,1.0,Medium,Low Floor,0.0006278252134605726,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 82a,2.85,4.0,4.0,3+,New Property,2179.0,1.0,0.0,2.0,High,Low Floor,0.0013079394217530979,"28.3858° N, 76.9686° E",28.3858,76.9686
house,sector 48,7.25,3.0,4.0,2,Moderately Old,2592.0,1.0,1.0,1.0,Medium,Low Floor,0.0027970679012345677,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sector 103,2.14,4.0,6.0,3+,Relatively New,2718.0,1.0,0.0,0.0,Medium,Mid Floor,0.0007873436350257542,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 33,1.07,2.0,2.0,2,Under Construction,1253.0,0.0,0.0,0.0,Medium,High Floor,0.0008539505187549881,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 85,2.6,3.0,3.0,3,Under Construction,2129.0,1.0,0.0,0.0,Low,High Floor,0.001221230624706435,"28.4042° N, 76.9513° E",28.4042,76.9513
house,sector 112,9.5,5.0,5.0,3,Relatively New,7450.0,1.0,0.0,0.0,Low,Low Floor,0.0012751677852348992,"28.5189° N, 77.0183° E",28.5189,77.0183
house,sector 4,1.1,4.0,4.0,3+,Old Property,1800.0,0.0,0.0,0.0,Low,Low Floor,0.0006111111111111112,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,sector 107,1.3,3.0,3.0,3,Relatively New,1547.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008403361344537816,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,manesar,0.91,3.0,3.0,3+,Moderately Old,1900.0,1.0,0.0,0.0,Low,Mid Floor,0.00047894736842105264,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sector 106,1.14,3.0,4.0,3,Relatively New,1305.0,1.0,0.0,0.0,Low,Mid Floor,0.0008735632183908045,"28.5007° N, 77.0003° E",28.5007,77.0003
house,sector 9,0.6,2.0,2.0,1,Moderately Old,558.0,0.0,0.0,0.0,Low,Low Floor,0.001075268817204301,"28.4603° N, 77.0000° E",28.4603,77.0
house,sector 104,0.6,4.0,3.0,1,Moderately Old,1170.0,0.0,0.0,0.0,Low,Low Floor,0.0005128205128205128,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 95,0.17,1.0,1.0,1,Relatively New,3569.0,0.0,0.0,0.0,Medium,High Floor,4.7632390025217154e-05,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 28,3.0,3.0,5.0,3+,Old Property,2590.0,0.0,0.0,0.0,Low,Mid Floor,0.0011583011583011582,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sector 85,1.31,2.0,2.0,2,Relatively New,1822.0,1.0,0.0,0.0,Medium,Mid Floor,0.0007189901207464326,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 99,3.2,4.0,4.0,0,Under Construction,3225.0,0.0,0.0,0.0,Low,Mid Floor,0.0009922480620155039,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 106,1.0,2.0,2.0,3+,New Property,940.0,0.0,0.0,1.0,Low,Low Floor,0.0010638297872340426,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,sector 68,1.85,3.0,3.0,3+,Under Construction,1798.0,0.0,0.0,0.0,Low,High Floor,0.0010289210233592882,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,sector 103,0.8,2.0,2.0,0,Relatively New,1450.0,0.0,0.0,0.0,Medium,Mid Floor,0.0005517241379310345,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 81,0.39,2.0,2.0,2,Relatively New,667.0,0.0,0.0,0.0,Low,Mid Floor,0.0005847076461769115,"28.3867° N, 76.9485° E",28.3867,76.9485
house,sector 49,4.45,6.0,6.0,3,Moderately Old,2880.0,1.0,1.0,2.0,High,Mid Floor,0.0015451388888888889,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sector 107,0.5,3.0,2.0,2,Relatively New,717.0,0.0,0.0,0.0,Low,Mid Floor,0.000697350069735007,"28.5052° N, 76.9729° E",28.5052,76.9729
house,sector 55,1.45,1.0,4.0,3+,Relatively New,60.0,0.0,1.0,0.0,Medium,Mid Floor,0.024166666666666666,"28.4281° N, 77.1100° E",28.4281,77.11
flat,sector 30,3.55,3.0,5.0,3+,Old Property,2367.0,1.0,0.0,1.0,Medium,High Floor,0.0014997887621461766,"28.4604° N, 77.0579° E",28.4604,77.0579
house,sector 33,8.0,4.0,4.0,3+,Old Property,7000.0,1.0,1.0,0.0,Medium,Low Floor,0.001142857142857143,"28.4420° N, 77.0207° E",28.442,77.0207
house,sector 4,4.12,2.0,1.0,3+,Moderately Old,4635.0,0.0,0.0,0.0,Low,Low Floor,0.0008888888888888889,"28.4738° N, 77.0107° E",28.4738,77.0107
house,sector 92,2.75,4.0,4.0,3+,Relatively New,5000.0,0.0,0.0,0.0,Low,Mid Floor,0.00055,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 92,1.1,4.0,3.0,2,New Property,1778.0,0.0,0.0,0.0,Low,High Floor,0.0006186726659167604,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 92,1.6,3.0,3.0,3,Relatively New,1765.0,1.0,0.0,1.0,Medium,Mid Floor,0.0009065155807365439,"28.4079° N, 76.9153° E",28.4079,76.9153
house,sector 89,1.25,3.0,3.0,2,Under Construction,1423.0,0.0,0.0,0.0,Low,Low Floor,0.0008784258608573436,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 84,1.1,3.0,3.0,2,Relatively New,1584.0,0.0,0.0,0.0,Medium,Mid Floor,0.0006944444444444445,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,sector 91,0.89,2.0,2.0,3+,Relatively New,1302.0,0.0,0.0,1.0,Low,Mid Floor,0.0006835637480798771,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,sector 66,3.4,3.0,4.0,3,Relatively New,2200.0,1.0,1.0,1.0,Medium,Mid Floor,0.0015454545454545454,"28.3925° N, 77.0541° E",28.3925,77.0541
house,sector 17,3.0,4.0,4.0,0,Old Property,3000.0,0.0,0.0,0.0,Low,Low Floor,0.001,"28.4791° N, 77.0608° E",28.4791,77.0608
house,sector 14,5.51,3.0,3.0,2,Moderately Old,3249.0,0.0,0.0,0.0,Low,Mid Floor,0.001695906432748538,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,sector 103,1.69,3.0,3.0,3+,Relatively New,1670.0,0.0,0.0,0.0,Low,Mid Floor,0.0010119760479041916,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 50,2.75,3.0,3.0,3,Moderately Old,2400.0,1.0,0.0,0.0,Medium,Mid Floor,0.0011458333333333333,"28.4178° N, 77.0628° E",28.4178,77.0628
house,sector 50,10.3,5.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,1.0,High,Mid Floor,0.0031790123456790125,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 95,0.56,2.0,2.0,3,New Property,896.0,0.0,0.0,0.0,Low,High Floor,0.000625,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 40,1.5,1.0,1.0,0,Moderately Old,300.0,0.0,0.0,0.0,Low,Low Floor,0.005,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,sector 33,1.27,2.0,2.0,3+,Under Construction,1252.0,0.0,0.0,0.0,Low,Mid Floor,0.0010143769968051118,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 103,1.25,3.0,4.0,3,Under Construction,2012.0,1.0,0.0,0.0,Medium,High Floor,0.000621272365805169,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 66,4.5,5.0,5.0,3+,New Property,3321.0,1.0,0.0,0.0,Medium,High Floor,0.0013550135501355014,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 21,1.4,5.0,4.0,2,Moderately Old,2172.0,0.0,0.0,0.0,Low,Low Floor,0.0006445672191528545,"28.5134° N, 77.0723° E",28.5134,77.0723
flat,sector 90,0.4,2.0,2.0,1,New Property,575.0,0.0,0.0,0.0,Low,Mid Floor,0.0006956521739130435,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 28,1.0,1.0,1.0,1,Old Property,995.0,0.0,0.0,1.0,Medium,Low Floor,0.0010050251256281408,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sector 69,3.25,4.0,5.0,3+,Relatively New,2910.0,0.0,0.0,0.0,Low,High Floor,0.0011168384879725085,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 89,1.3,3.0,3.0,2,New Property,1581.0,0.0,0.0,0.0,Low,Low Floor,0.0008222643896268185,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 56,1.74,3.0,3.0,3+,Old Property,2400.0,1.0,0.0,1.0,Medium,Low Floor,0.000725,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 3,0.55,2.0,2.0,2,Old Property,900.0,0.0,0.0,0.0,Medium,Low Floor,0.0006111111111111112,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sector 85,1.3,2.0,2.0,3,Under Construction,1130.0,0.0,0.0,0.0,Medium,High Floor,0.0011504424778761063,"28.4042° N, 76.9513° E",28.4042,76.9513
house,sector 17,0.29,2.0,1.0,0,Old Property,891.0,0.0,0.0,0.0,Low,Low Floor,0.0003254769921436588,"28.4791° N, 77.0608° E",28.4791,77.0608
house,sector 41,7.25,9.0,8.0,3,Old Property,2475.0,1.0,0.0,1.0,Medium,Mid Floor,0.0029292929292929295,"28.4557° N, 77.0632° E",28.4557,77.0632
house,sector 61,2.01,3.0,3.0,3,Under Construction,1549.0,0.0,0.0,0.0,Medium,Mid Floor,0.0012976113621691412,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 49,1.79,3.0,3.0,3,Old Property,1556.0,1.0,0.0,0.0,Low,Mid Floor,0.0011503856041131105,"28.4121° N, 77.0480° E",28.4121,77.048
flat,sector 37d,1.2,3.0,3.0,3,Relatively New,1000.0,0.0,1.0,0.0,Medium,Mid Floor,0.0012,"28.4478° N, 76.9703° E",28.4478,76.9703
house,sector 108,1.7,4.0,4.0,3+,Relatively New,3000.0,0.0,0.0,0.0,Low,Low Floor,0.0005666666666666666,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sector 92,0.9,3.0,2.0,3,Relatively New,1240.0,0.0,0.0,0.0,Medium,High Floor,0.0007258064516129033,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 109,1.9,4.0,4.0,3,Relatively New,2765.0,1.0,0.0,0.0,High,Mid Floor,0.0006871609403254973,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 102,1.9,3.0,3.0,3+,Relatively New,2099.0,0.0,1.0,0.0,Low,Mid Floor,0.0009051929490233444,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 86,1.25,3.0,4.0,3,Relatively New,1339.0,0.0,0.0,0.0,Low,Low Floor,0.0009335324869305452,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 81,4.45,4.0,4.0,3+,Relatively New,3850.0,1.0,0.0,1.0,Low,Mid Floor,0.001155844155844156,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 63,7.9,4.0,4.0,3+,Under Construction,3950.0,0.0,0.0,0.0,Medium,High Floor,0.002,"28.3971° N, 77.0867° E",28.3971,77.0867
house,sector 63a,8.5,6.0,6.0,3+,Under Construction,3132.0,0.0,1.0,0.0,Low,Mid Floor,0.0027139208173690933,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,sector 66,2.4,3.0,2.0,3,Relatively New,1700.0,1.0,0.0,1.0,High,Mid Floor,0.0014117647058823528,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 113,1.5,2.0,2.0,2,New Property,1155.0,0.0,0.0,0.0,Medium,High Floor,0.0012987012987012987,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sector 37d,0.98,3.0,3.0,3+,Relatively New,1675.0,0.0,0.0,0.0,High,Mid Floor,0.0005850746268656717,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 65,2.29,2.0,2.0,3,Under Construction,1592.0,0.0,0.0,0.0,Low,Mid Floor,0.0014384422110552764,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 71,1.3,4.0,4.0,3,Moderately Old,2127.0,1.0,0.0,0.0,Medium,Mid Floor,0.000611189468735308,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,sector 63a,3.15,3.0,3.0,3,Under Construction,2153.0,0.0,0.0,0.0,Low,Mid Floor,0.0014630747793776125,"28.3923° N, 77.0888° E",28.3923,77.0888
house,sector 50,5.88,3.0,9.0,3+,Relatively New,2160.0,1.0,0.0,2.0,Medium,Mid Floor,0.0027222222222222222,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 99,1.6,3.0,4.0,0,New Property,2400.0,0.0,0.0,0.0,Medium,High Floor,0.0006666666666666668,"28.4640° N, 76.9614° E",28.464,76.9614
flat,sector 54,5.75,3.0,4.0,3,Relatively New,2329.0,1.0,0.0,2.0,High,High Floor,0.002468870759982825,"28.4348° N, 77.1089° E",28.4348,77.1089
house,sector 24,3.51,4.0,4.0,3,Under Construction,2844.0,1.0,1.0,1.0,High,Mid Floor,0.0012341772151898734,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,sector 86,0.41,2.0,2.0,1,Relatively New,668.0,0.0,0.0,0.0,Medium,Mid Floor,0.0006137724550898203,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sector 81,2.29,3.0,4.0,3+,Relatively New,2315.0,1.0,0.0,2.0,High,Mid Floor,0.0009892008639308856,"28.3867° N, 76.9485° E",28.3867,76.9485
house,sector 66,9.01,4.0,4.0,3+,Relatively New,5574.7,1.0,1.0,0.0,Medium,Mid Floor,0.0016162304698010656,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 89,1.25,3.0,3.0,2,New Property,1581.0,0.0,0.0,0.0,Low,Mid Floor,0.0007906388361796331,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,sector 65,13.2,4.0,4.0,3,Moderately Old,12222.0,1.0,0.0,0.0,Medium,High Floor,0.0010800196367206675,"28.4030° N, 77.0690° E",28.403,77.069
house,sector 28,3.5,2.0,6.0,3,Relatively New,1350.0,0.0,0.0,0.0,Low,Mid Floor,0.0025925925925925925,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,sector 95,0.55,3.0,2.0,2,New Property,811.0,0.0,0.0,1.0,Medium,High Floor,0.0006781750924784218,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sector 103,1.05,2.0,2.0,3,Relatively New,1365.0,0.0,0.0,1.0,Medium,Low Floor,0.0007692307692307692,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,1.0,High,Mid Floor,0.0009230769230769231,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 70,1.1,2.0,2.0,2,Relatively New,1444.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007617728531855956,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sector 104,1.85,3.0,3.0,3+,Relatively New,2072.0,1.0,0.0,0.0,High,High Floor,0.0008928571428571429,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 10,1.1,3.0,3.0,3,Moderately Old,1833.0,0.0,0.0,0.0,Low,Low Floor,0.0006001091107474087,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,sector 85,1.2,2.0,2.0,3+,Relatively New,1491.0,0.0,1.0,0.0,Medium,Mid Floor,0.0008048289738430583,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 102,1.26,2.0,2.0,2,Relatively New,1100.0,0.0,0.0,0.0,Medium,Mid Floor,0.0011454545454545454,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,Low,High Floor,0.0005156537753222836,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,sector 69,1.5,3.0,3.0,2,Relatively New,1492.0,0.0,0.0,1.0,High,Mid Floor,0.0010053619302949062,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sector 82,1.6,4.0,5.0,3+,Relatively New,2195.0,1.0,0.0,0.0,Medium,Mid Floor,0.0007289293849658315,"28.3935° N, 76.9600° E",28.3935,76.96
house,sector 2,4.95,6.0,5.0,3+,Relatively New,2430.0,1.0,0.0,0.0,Medium,Mid Floor,0.0020370370370370373,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 79,1.91,3.0,4.0,3+,Relatively New,2031.0,1.0,0.0,0.0,High,Mid Floor,0.0009404234367306745,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 112,4.75,3.0,5.0,3+,Relatively New,3405.0,1.0,0.0,1.0,Low,Mid Floor,0.001395007342143906,"28.5189° N, 77.0183° E",28.5189,77.0183
house,sector 109,12.0,5.0,6.0,3,Relatively New,7000.0,1.0,0.0,1.0,High,Low Floor,0.0017142857142857142,"28.5073° N, 77.0089° E",28.5073,77.0089
house,sector 45,17.0,5.0,8.0,3+,Relatively New,4500.0,1.0,1.0,2.0,High,Mid Floor,0.003777777777777778,"28.4466° N, 77.0660° E",28.4466,77.066
flat,sector 102,0.95,2.0,2.0,2,Relatively New,915.0,0.0,0.0,0.0,Low,High Floor,0.0010382513661202186,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 37,0.95,3.0,1.0,0,Relatively New,1820.0,0.0,0.0,0.0,Low,Low Floor,0.0005219780219780219,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,sector 79,1.4,2.0,2.0,2,Relatively New,1556.0,1.0,1.0,2.0,Medium,Mid Floor,0.0008997429305912596,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,sector 50,2.65,3.0,4.0,3+,Moderately Old,2470.0,1.0,0.0,1.0,High,Mid Floor,0.0010728744939271255,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 112,4.25,3.0,5.0,2,Relatively New,3000.0,1.0,0.0,0.0,Medium,High Floor,0.0014166666666666668,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sector 48,5.15,3.0,3.0,3+,Moderately Old,2364.0,1.0,0.0,2.0,Medium,Mid Floor,0.0021785109983079526,"28.4177° N, 77.0359° E",28.4177,77.0359
house,sector 109,7.0,4.0,4.0,3+,Relatively New,5400.0,0.0,0.0,1.0,Medium,Low Floor,0.0012962962962962963,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 83,1.75,3.0,3.0,3+,Relatively New,1549.0,1.0,0.0,0.0,Medium,High Floor,0.0011297611362169142,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 92,0.78,2.0,2.0,2,New Property,1083.0,0.0,0.0,1.0,Low,Low Floor,0.0007202216066481995,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 104,2.6,3.0,4.0,3+,Relatively New,2061.0,1.0,0.0,0.0,Medium,Mid Floor,0.0012615235322658903,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 90,1.26,3.0,3.0,3,Relatively New,1603.0,0.0,0.0,1.0,Low,Mid Floor,0.0007860262008733624,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sector 112,3.1,2.0,2.0,3,Relatively New,1500.0,1.0,1.0,1.0,Medium,Mid Floor,0.0020666666666666667,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,sector 67a,2.0,3.0,3.0,3,New Property,1584.0,0.0,0.0,0.0,Low,High Floor,0.0012626262626262627,"28.3960° N, 77.0372° E",28.396,77.0372
flat,sector 92,0.75,3.0,2.0,2,Relatively New,1556.0,0.0,0.0,0.0,Low,High Floor,0.0004820051413881748,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sector 104,0.49,3.0,2.0,2,Under Construction,695.0,0.0,0.0,0.0,Medium,Mid Floor,0.0007050359712230216,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sector 63a,2.1,2.0,2.0,2,Under Construction,1400.0,0.0,0.0,0.0,Low,Low Floor,0.0015,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,sector 65,2.24,3.0,3.0,3,Relatively New,1833.0,1.0,0.0,0.0,Low,Low Floor,0.0012220403709765413,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 37d,1.55,3.0,3.0,3+,Relatively New,1639.0,0.0,0.0,0.0,Medium,High Floor,0.0009456985967053081,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 85,1.8,3.0,3.0,3,Under Construction,141.0,0.0,0.0,0.0,Low,High Floor,0.012765957446808512,"28.4042° N, 76.9513° E",28.4042,76.9513
house,sector 47,4.6,2.0,6.0,3+,Moderately Old,1728.0,0.0,0.0,2.0,Medium,Mid Floor,0.002662037037037037,"28.4276° N, 77.0492° E",28.4276,77.0492
house,sector 2,5.7,9.0,9.0,3+,Moderately Old,2430.0,0.0,0.0,1.0,Low,Mid Floor,0.002345679012345679,"28.5095° N, 77.0320° E",28.5095,77.032
flat,sector 36,0.42,2.0,2.0,1,New Property,590.0,0.0,0.0,0.0,Low,Mid Floor,0.0007118644067796609,"28.4160° N, 76.9914° E",28.416,76.9914
flat,sector 103,1.35,3.0,3.0,3+,Relatively New,1620.0,0.0,0.0,1.0,High,Mid Floor,0.0008333333333333334,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 85,1.04,2.0,3.0,3+,Relatively New,1576.0,0.0,1.0,0.0,Medium,Mid Floor,0.0006598984771573604,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sector 102,1.45,3.0,3.0,3,Relatively New,1493.0,1.0,0.0,0.0,High,Mid Floor,0.000971198928332217,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 61,1.5,2.0,2.0,2,Under Construction,1333.0,0.0,0.0,0.0,Low,Low Floor,0.0011252813203300824,"28.4050° N, 77.0963° E",28.405,77.0963
flat,sector 37d,1.65,4.0,3.0,3+,Relatively New,2091.0,0.0,0.0,1.0,Medium,Mid Floor,0.0007890961262553802,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sector 56,1.45,3.0,3.0,3+,Old Property,1900.0,1.0,0.0,0.0,High,Mid Floor,0.0007631578947368421,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sector 65,4.95,3.0,3.0,3,Relatively New,2816.0,1.0,0.0,1.0,Medium,Mid Floor,0.0017578125,"28.4030° N, 77.0690° E",28.403,77.069
flat,sector 43,6.2,4.0,4.0,3+,Moderately Old,2712.0,1.0,0.0,0.0,Low,Mid Floor,0.002286135693215339,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 81,0.65,2.0,2.0,2,Moderately Old,985.0,0.0,0.0,0.0,Medium,High Floor,0.0006598984771573604,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sector 49,2.65,3.0,4.0,3,Moderately Old,2251.0,1.0,0.0,1.0,Medium,High Floor,0.0011772545535317636,"28.4121° N, 77.0480° E",28.4121,77.048
flat,manesar,0.95,3.0,4.0,3,Moderately Old,2232.0,1.0,0.0,0.0,Medium,Mid Floor,0.00042562724014336915,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,sector 113,1.5,2.0,2.0,2,New Property,1418.0,0.0,0.0,0.0,Medium,High Floor,0.0010578279266572638,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sector 77,0.71,2.0,2.0,2,Relatively New,1057.0,0.0,0.0,0.0,Medium,Mid Floor,0.0006717123935666982,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,sector 69,1.78,4.0,4.0,2,Relatively New,1819.0,0.0,0.0,1.0,High,Mid Floor,0.0009785596481583288,"28.3966° N, 77.0341° E",28.3966,77.0341
house,sector 26,13.5,5.0,5.0,3+,Relatively New,4518.0,1.0,0.0,2.0,Low,Low Floor,0.00298804780876494,"28.4757° N, 77.1032° E",28.4757,77.1032
house,sector 66,9.0,4.0,4.0,3+,Relatively New,5200.0,1.0,1.0,1.0,Medium,Low Floor,0.0017307692307692308,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sector 88,0.92,2.0,2.0,2,Relatively New,1300.0,0.0,0.0,0.0,High,Mid Floor,0.0007076923076923077,"28.4220° N, 76.9571° E",28.422,76.9571
flat,sector 90,1.25,3.0,3.0,3+,Relatively New,1929.0,1.0,0.0,0.0,Medium,Mid Floor,0.0006480041472265422,"28.4085° N, 76.9369° E",28.4085,76.9369
house,sector 38,3.5,3.0,2.0,3,Moderately Old,1458.0,0.0,1.0,1.0,Medium,Low Floor,0.0024005486968449933,"28.4347° N, 77.0430° E",28.4347,77.043
house,sector 43,1.95,3.0,4.0,3+,New Property,1935.0,1.0,0.0,1.0,Medium,Mid Floor,0.0010077519379844962,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,sector 83,1.1,3.0,3.0,3,Relatively New,1570.0,1.0,0.0,1.0,Medium,High Floor,0.0007006369426751593,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,sector 102,2.15,3.0,4.0,3+,Relatively New,1945.0,1.0,0.0,1.0,Medium,High Floor,0.0011053984575835475,"28.4750° N, 76.9715° E",28.475,76.9715
flat,sector 50,1.14,2.0,2.0,2,Moderately Old,1330.0,0.0,0.0,1.0,High,High Floor,0.0008571428571428571,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sector 33,1.45,3.0,2.0,3,Under Construction,1512.0,0.0,0.0,0.0,Low,Mid Floor,0.000958994708994709,"28.4420° N, 77.0207° E",28.442,77.0207
flat,sector 109,1.4,3.0,3.0,3+,Relatively New,1584.0,0.0,0.0,0.0,Medium,Mid Floor,0.0008838383838383838,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sector 88a,2.65,3.0,3.0,3+,New Property,1582.0,0.0,0.0,0.0,Medium,Mid Floor,0.001675094816687737,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,sector 103,0.99,3.0,4.0,3+,Relatively New,1731.0,1.0,0.0,0.0,High,Low Floor,0.0005719237435008666,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,sector 24,14.0,4.0,5.0,3,Old Property,6300.0,0.0,0.0,0.0,Low,Mid Floor,0.0022222222222222222,"28.4939° N, 77.1038° E",28.4939,77.1038
