PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities,FacilitiesStr
DLF New Town Heights 1,"2, 3, 4 BHK Apartment in Sector 90, Gurgaon","['Manish Gallexie 91', 'RHM Public School', 'Silver Streak Multi Speciality Hospital', 'Holiday Inn Gurugram', 'NH-8 IMT Manesar']","{'manish gallexie 91': '600 m', 'rhm public school': '2.1 Km', 'silver streak hospital': '2.8 Km', 'holiday inn gurugram': '3.2 Km', 'nh 8 imt manesar': '7.6 Km', 'indira gandhi international airport': '35.1 Km'}",https://www.99acres.com/dlf-new-town-heights-1-sector-90-gurgaon-npxid-r62,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,535 - 1,615 sq.ft.', 'price-range': '₹ 95.05 L - 1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,535 - 2,384 sq.ft.', 'price-range': '₹ 95.05 L - 1.48 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,057 - 3,030 sq.ft.', 'price-range': '₹ 1.27 - 1.88 Cr'}}","['Swimming Pool', 'Medical Centre', 'Changing Area', 'Sauna', 'Grocery Shop', 'Squash Court', 'Cafeteria', 'Shopping Centre', 'Library']",Swimming Pool Medical Centre Changing Area Sauna Grocery Shop Squash Court Cafeteria Shopping Centre Library
Vatika Gurgaon 21,"2, 3, 4 BHK Apartment in Sector 83, Gurgaon","['Vatika Sector Road', 'Euro International School, Sec 84', 'Sapphire 83 Mall', 'Gurgaon - Delhi Expy', 'Dwarka Expy']","{'vatika sector road': '1.4 KM', 'euro international school sec 84': '1.6 KM', 'sapphire 93 mall': '1.7 KM', 'gurgaon delhi expy': '2.9 KM', 'dwarka expy': '3 KM', 'aarvy healthcare super speciality hospital': '4.7 KM', 'garhi harsaru junction': '8.4 KM', 'dpg degree college': '10.4 KM', 'huda metro station': '18.1  KM', 'indira gandhi international airport': '28 KM'}",https://www.99acres.com/vatika-gurgaon-21-sector-83-gurgaon-npxid-r1166,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,230.34 - 1,435 sq.ft.', 'price-range': '₹ 84 - 85 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,733.4 - 1,981.11 sq.ft.', 'price-range': '₹ 1.05 - 1.22 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,390 - 2,408.23 sq.ft.', 'price-range': '₹ 1.35 - 1.55 Cr'}}","['Swimming Pool', 'Flower Garden', 'School', 'RO System', 'Grocery Shop', 'Pool Table', 'Property Staff', 'Billiards', 'Shopping Centre']",Swimming Pool Flower Garden School RO System Grocery Shop Pool Table Property Staff Billiards Shopping Centre
Signature The Roselia,"2, 3 BHK Apartment in Sector 95A, Gurgaon","['Yaduvanshi Shiksha Niketan', 'Newtown Square Mall', 'Aarvy Healthcare', 'Pataudi Road', 'National Tennis Academy']","{'yaduvanshi shiksha niketan': '2.6 Km', 'newtown square mall': '3 Km', 'aarvy healthcare super speciality hospital': '4.7 Km', 'pataudi road': '4.8 Km', 'national tennis academy': '4.9 Km', 'holiday inn sector 90': '5.6 Km', 'gurugram university': '6.5 Km', 'dwaraka expressway': '6.9 Km', 'imt manesar': '9.1 Km', 'nh 248': '9.4 Km', 'indira gandhi international airport': '32.7 Km', 'cng petrol pump': '850 m'}",https://www.99acres.com/signature-the-roselia-sector-95a-gurgaon-npxid-r270741,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '514.27 - 569.24 sq.ft.', 'price-range': '₹ 30.84 - 34.14 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '627 sq.ft.', 'price-range': '₹ 37.62 L'}}","['Swimming Pool', 'Creche/Day care', 'Sun Deck', '24x7 Security', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', 'Landscape Garden']",Swimming Pool Creche/Day care Sun Deck 24x7 Security 24/7 Power Backup Gated Community 24/7 Water Supply Landscape Garden
Vatika Independent Floors,"2, 3, 4 BHK Independent Floor in Sector 82, Gurgaon","['Sapphire 83 Mall', 'Miracles Apollo Cradle/Spectra Hospital', 'Vivek Model School', 'Delhi Jaipur Expressway', 'Dwarka Expressway Link Road']","{'sapphire 93 mall': '1 Km', 'miracles apollo cradle /spectra hospital': '1.5 Km', 'vivek model school': '2 Km', 'delhi jaipur expressway': '2 Km', 'dwarka expressway link road': '2 Km', 'hyatt regency': '3 Km', ""mcdonald's india 24 hours"": '4.5 Km', 'singhania university manesar': '9.5 Km'}",https://www.99acres.com/vatika-independent-floors-sector-82-gurgaon-npxid-r27152,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,091.67 sq.ft.', 'price-range': '₹ 63.25 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,725 sq.ft.', 'price-range': '₹ 1 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,800 sq.ft.', 'price-range': '₹ 1.3 Cr'}}","['Swimming Pool', 'School', 'Solar Lighting', 'Piped Gas', 'Property Staff', 'Community Hall', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting']",Swimming Pool School Solar Lighting Piped Gas Property Staff Community Hall CCTV Camera Security Jogging Track Rain Water Harvesting
Adani Tatva Estates,"Land in Sector 99A, Gurgaon","['Garhi Budhera Road', 'Euro International School', 'Dwarka Expy', 'The Esplanade Mall', 'Shri Balaji’s Multispeciality Hospital']","{'garhi budhera road': '3.2 KM', 'euro international school': '3.3 KM', 'dwarka expy': '4 KM', 'the esplanade mall': '5.2 KM', 'shri balaji’s multispeciality hospital': '5.5 KM', 'aarvy healthcare super speciality hospital': '8 KM', 'iris broadway mall': '8.1 KM', 'farrukh nagar railway station': '15.8 KM', 'indira gandhi international airport': '32.7 KM'}",https://www.99acres.com/adani-tatva-estates-sector-99a-gurgaon-npxid-r405543,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,440 - 1,611 sq.ft.', 'price-range': '₹ 2 - 2.24 Cr'}}","['Pergola', 'Water Softener Plant', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Multipurpose Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court']",Pergola Water Softener Plant Skating Rink Fountain Cricket Pitch Multipurpose Court Amphitheatre Basketball Court Badminton Court
Emaar Palm Gardens,"3, 5 BHK Apartment in Sector 83, Gurgaon","['iGrow Montessori Play School', 'Matrikiran High School', 'Badsa AMS Hospital', 'Hyatt Regency', 'GlobalHealthcare Multispeciality']","{'igrow montessori play school': '1.8 Km', 'matrikiran high school': '1.2 Km', 'badsa ams hospital': '1.7 Km', 'hyatt regency': '3.2 Km', 'globalhealthcare multispeciality': '1.6 Km', 'cricket academy': '1.3 Km', ""v'lante mall"": '1.5 Km', 'nakhrola stadium': '4.6 Km', 'nh 48 gurugram': '6.8 Km', 'patli railway station': '18.5 Km', 'indira gandhi international airport': '28.5 Km'}",https://www.99acres.com/emaar-palm-gardens-sector-83-gurgaon-npxid-r1080,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,720 - 1,950 sq.ft.', 'price-range': '₹ 1.36 - 1.54 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,750 sq.ft.', 'price-range': '₹ 3.28 Cr'}}","['Swimming Pool', 'Golf Course', 'School', 'Salon', 'Aerobics Centre', 'Card Room', 'Restaurant', 'Waiting Lounge', 'Spa']",Swimming Pool Golf Course School Salon Aerobics Centre Card Room Restaurant Waiting Lounge Spa
Pareena Mi Casa,"2, 3 BHK Apartment in Sector 68, Gurgaon","['Sohna Road', 'V Club', 'Airia Mall', 'The Vivekananda School', 'Radisson Hotel Gurugram Sohna Road']","{'sohna road': '1 Km', 'v club': '3.4 Km', 'airia mall': '3.7 Km', 'the vivekananda school': '3.8 Km', 'radisson hotel sohna road': '4.7 Km', 'fitso sector 48 spuddy badminton': '4.7 Km', 'golden greens golf & resorts limited': '6.7 Km', 'gurugram university': '7 Km', 'hong kong bazaar': '7.6 Km', 'scc drive in cinema': '7.7 Km', 'w pratiksha hospital': '7.9 Km', 'delhi jaipur expressway': '8 Km', 'sector 55 56 rapid metro station': '9 Km', 'skyjumper trampoline park': '9.8 Km', 'indira gandhi international airport': '27.8 Km'}",https://www.99acres.com/pareena-mi-casa-sector-68-gurgaon-npxid-r22804,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '865 - 1,245 sq.ft.', 'price-range': '₹ 68.33 - 98.36 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,483 - 1,999 sq.ft.', 'price-range': '₹ 1.17 - 1.58 Cr'}}","['Mini Theatre', 'Natural Pond', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Flower Garden', 'School', 'Volley Ball Court', 'RO System', 'Visitors Parking']",Mini Theatre Natural Pond Swimming Pool Bar/Chill-Out Lounge Flower Garden School Volley Ball Court RO System Visitors Parking
The Close North,"3, 4 BHK Apartment in Nirvana Country, Gurgaon","['Lotus Valley International School', 'Golf Course Ext Road', 'Eros City Square', 'Park Hospital', 'Sector 55-56 Metro Station']","{'lotus valley international school': '700 Meter', 'golf course extension rd': '1.1 KM', 'eros city square': '2.6 KM', 'park hospital': '2.8 KM', 'sector 55 56 rapid metro station': '4.4 KM', 'badshapur sohna highway': '5.4 KM', 'sushant university': '6 KM', 'basai dhankot railway station': '14.5 KM', 'indira gandhi international airport': '22.5 KM'}",https://www.99acres.com/the-close-north-nirvana-country-gurgaon-npxid-r10626,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,997 - 2,605 sq.ft.', 'price-range': '₹ 1.9 - 3.26 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,939 - 4,808 sq.ft.', 'price-range': '₹ 3 - 5.91 Cr'}}","['Swimming Pool', 'Lounge', 'Business Lounge', 'Jacuzzi', 'Steam Room', 'Squash Court', 'Property Staff', 'Banquet Hall', 'Fountain']",Swimming Pool Lounge Business Lounge Jacuzzi Steam Room Squash Court Property Staff Banquet Hall Fountain
Emaar The Palm Springs,"3, 4, 5 BHK Apartment, 5 BHK Villa in Sector 54, Gurgaon","['Golf Course Rd', 'Sanar International Hospital', 'Central Plaza Mall', 'Sector 53-54 Metro Station', 'Sushant University']","{'golf course road': '160 Meter', 'sanar international hospital': '1.3 KM', 'central plaza mall': '1.7 KM', 'sector 53 54 metro station': '2 KM', 'sushant university': '2.5 KM', 'lancers international school': '3.2 KM', 'dlf golf and country club': '5.3 KM', 'gurgaon delhi expy': '10.8 KM', 'indira gandhi international airport': '16.8 KM'}",https://www.99acres.com/emaar-the-palm-springs-sector-54-gurgaon-npxid-r12084,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,560 - 3,675 sq.ft.', 'price-range': '₹ 5.84 - 8.38 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,650 - 5,975 sq.ft.', 'price-range': '₹ 8.32 - 13.62 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Super Built-up Area', 'area': '4,900 sq.ft.', 'price-range': 'Price on Request'}}","['Mini Theatre', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Medical Centre', 'Cigar Lounge', 'Changing Area', 'RO System', 'Aerobics Centre']",Mini Theatre Swimming Pool Lounge Bar/Chill-Out Lounge Medical Centre Cigar Lounge Changing Area RO System Aerobics Centre
BPTP Park Serene,"2, 3, 4 BHK Apartment in Sector 37D, Gurgaon","['Signature Hospital', 'Bharat Singh fuel company', 'Suncity School', 'YES Bank ATM', 'Basai Enclave Park']","{'signature hospital': '650 Mtrs', 'bharat singh fuel company': '700 Mtrs', 'suncity school': '900 Mtrs', 'yes bank atm': '1.1 Km', 'basai enclave park': '1.2 Km', 'canara bank': '1.3 Km', 'bank of baroda atm': '1.3 Km', 'the holy kingdom public school': '1.9 Km', 'shiv mandir': '2 Km', 'open gym garden': '2.2 Km', 'kfg sports club parking': '4.Km', 'esic hospital': '4.2 Km', 'sector 37 police station': '4.9 Km', 'alfaa health care hospital': '5.9 Km', 'gurgaon old railway station': '8.1 Km'}",https://www.99acres.com/bptp-park-serene-sector-37d-gurgaon-npxid-r128,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,540 - 1,610 sq.ft.', 'price-range': '₹ 1 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,814 - 2,682 sq.ft.', 'price-range': '₹ 1.18 - 1.74 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,440 - 2,731 sq.ft.', 'price-range': '₹ 1.59 - 1.78 Cr'}}","['Swimming Pool', 'Golf Course', 'Visitors Parking', 'Property Staff', 'Fountain', 'Lawn Tennis Court', 'Power Back up Lift', 'Toddler Pool', 'Vastu Compliant']",Swimming Pool Golf Course Visitors Parking Property Staff Fountain Lawn Tennis Court Power Back up Lift Toddler Pool Vastu Compliant
Orchid IVY Floors,"3, 4 BHK Apartment in Sector 51, Gurgaon","['Euro Intl School Sec-51', 'Mall Fifty One', 'Park Hospital', 'Gurugram University', 'Ardee Mall']","{'euro international school': '1.2 KM', 'mall fifty one': '1.4 KM', 'park hospital': '2.1 KM', 'gurugram university': '2.2 KM', 'ardee mall': '3.2 KM', 'skyjumper trampoline park': '3.6 KM', 'huda metro station': '4.8 KM', 'nh 8 sector 15 part 2': '5.1 KM', 'indira gandhi international airport': '19 KM'}",https://www.99acres.com/orchid-ivy-floors-sector-51-gurgaon-npxid-r396842,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,600 - 2,733 sq.ft.', 'price-range': '₹ 2.77 - 2.91 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,200 sq.ft.', 'price-range': '₹ 3.6 Cr'}}","['Lounge', 'Entrance Lobby', 'CCTV Camera Security', '24x7 Security', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']",Lounge Entrance Lobby CCTV Camera Security 24x7 Security 24/7 Power Backup Gated Community Gymnasium 24/7 Water Supply Landscape Garden
ILD Greens,"2, 3, 4 BHK Apartment in Sector 37C, Gurgaon","['K.D. Hospital', 'Green Field Public School', 'The Esplanade Mall', 'Gurgaon Road', 'Sunrise University']","{'mkd hospital': '0.75 Km', 'green field public school': '1.1 Km', 'the esplanade mall': '1.3 Km', 'gurugram road': '1.5 Km', 'sunrise university': '2.7 Km', 'delhi jaipur expressway': '3.5 Km', 'infinity business park': '8.6 Km', 'gurgaon old railway station': '8.7 Km', 'indira gandhi international airport': '23.2 Km'}",https://www.99acres.com/ild-greens-sector-37c-gurgaon-npxid-r145,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,365 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,790 - 2,822 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,472 - 4,068 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'School', 'Aerobics Centre', 'Barbecue', 'Terrace Garden', 'Sauna', 'Water Softener Plant', 'Grocery Shop', 'Squash Court']",Swimming Pool School Aerobics Centre Barbecue Terrace Garden Sauna Water Softener Plant Grocery Shop Squash Court
Godrej Icon,"2, 3, 4 BHK Apartment in Sector 88A, Gurgaon","[""Saint Paul's School"", 'Indus valley Public School', 'MDS Public School', 'Genesis Hospital', 'Shri Balaji’s Multispeciality Hospital']","{""saint paul's school"": '1.8 Km Away', 'indus valley public school': '3.4 Km Away', 'mds public school': '4.9 Km Away', 'genesis hospital': '3.4 Km Away', 'shri balaji’s multispeciality hospital': '7 Km Away', 'signature hospital': '6.2 Km Away', 'gurugram university': '15 Km Away', 'hyatt regency': '8.8 Km Away', 'harsaru village bus stop': '1.1 Km Away', 'garhi harsaru junction': '3.2 Km Away', 'health care pharmacy': '4.3 Km Away', 'jadon pharmacy': '5 Km Away', 'jms crosswalk': '3.1 Km Away', 'essar petrol pump': '1.1 Km Away', 'axis bank atm': '750 m Away'}",https://www.99acres.com/godrej-icon-sector-88a-gurgaon-npxid-r123001,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,133 - 1,630 sq.ft.', 'price-range': '₹ 76 L - 1.09 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,617 - 2,142 sq.ft.', 'price-range': '₹ 92.99 L - 1.23 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,317 - 3,008 sq.ft.', 'price-range': '₹ 1.35 - 1.75 Cr'}}","['Infinity Pool', 'Swimming Pool', 'Reflexology Park', 'Barbecue', 'Solar Water Heating', 'Spa', 'Squash Court', 'Gazebo', 'Billiards']",Infinity Pool Swimming Pool Reflexology Park Barbecue Solar Water Heating Spa Squash Court Gazebo Billiards
Orris Aster Court Premier,"3, 4 BHK Apartment in Sector 85, Gurgaon","['The Heritage Pride Modern School', 'Genesis Hospital', 'National Highway 8', 'Bharat Ram Global School', 'SS Omnia Mall']","{'the heritage pride modern school': '3 Minute', 'genesis hospital': '4 Minute', 'national highway 8': '5 Minute', 'bharat ram global school': '5 Minute', 'ss omnia mall': '7 Minute', 's n international school': '7 Minute', 'miracles apollo cradle / spectra': '8 Minute', 'silver streak multi speciality': '8 Minute', 'gurgaon toll': '10 Minute', 'proposed metro station': '10 Minute', 'delhi public school': '10 Minute', 'matrikiran high school': '10 Minute', 'rajiv chowk': '20 Minute', 'lions public school': '20 Minute', 'indira gandhi international airport': '35 Minute'}",https://www.99acres.com/orris-aster-court-premier-sector-85-gurgaon-npxid-r304099,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,120 sq.ft.', 'price-range': '₹ 1.49 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,560 sq.ft.', 'price-range': '₹ 1.85 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Card Room', 'Cafeteria', 'Billiards', 'Banquet Hall', 'Library', 'Badminton Court', 'Gymnasium']",Mini Theatre Swimming Pool Card Room Cafeteria Billiards Banquet Hall Library Badminton Court Gymnasium
M3M Latitude,"3, 4 BHK Apartment in Sector 65, Gurgaon","['M3M Cosmopolitan', 'M3M International Financial Center (IFC)', ""St. Xavier's High School"", 'Badshahpur Sohna Rd Hwy, Haryana', 'Holiday Inn Express Gurugram Sec 50']","{'m3m cosmopolitan mall': '800 Metre', 'm3m international financial center (ifc)': '1.1 Km', 'st xavier high school': '1.1 Km', 'badshahpur sohna rd hwy haryana': '4.1 KM', 'holiday inn express gurugram sec 50': '3.8 KM', 'gurugram university': '4.3 Km', 'medanta the medicity': '6 Km', 'sector 55 56 rapid metro station': '6.3 Km', 'nh 48 sector 78': '12.6 KM'}",https://www.99acres.com/m3m-latitude-sector-65-gurgaon-npxid-r63915,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,380 - 2,430 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,875 - 2,955 sq.ft.', 'price-range': 'Price on Request'}}","['Infinity Pool', 'Swimming Pool', 'Terrace Garden', 'High Speed Elevators', 'Waiting Lounge', 'Sauna', 'Jacuzzi', 'Spa', 'Steam Room']",Infinity Pool Swimming Pool Terrace Garden High Speed Elevators Waiting Lounge Sauna Jacuzzi Spa Steam Room
Emaar MGF Emerald Estate,"2, 3 BHK Apartment in Sector 65, Gurgaon","['Sector 53-54 Metro Station', 'Lancers International School', 'Golf Course Road', 'Paras Hospitals, Gurgaon', 'Central Plaza Mall']","{'sector 53 54 metro station': '500 Meter', 'lancers international school': '850 Meter', 'golf course road': '23 Meter', 'paras hospital': '1.8 KM', 'central plaza mall': '2.1 KM', 'dlf golf and country club': '3 KM', 'nh 148a': '7.7 KM', 'indira gandhi international airport': '14.5 KM'}",https://www.99acres.com/emaar-mgf-emerald-estate-sector-65-gurgaon-npxid-r618,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,020 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,280 - 1,395 sq.ft.', 'price-range': '₹ 1.66 - 1.81 Cr'}}","['Swimming Pool', 'School', 'Piped Gas', 'Creche/Day care', 'Grocery Shop', 'Shopping Centre', 'Toddler Pool', 'Jogging Track', '24x7 Security']",Swimming Pool School Piped Gas Creche/Day care Grocery Shop Shopping Centre Toddler Pool Jogging Track 24x7 Security
