PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities,FacilitiesStr
DLF The Pinnacle,"4 BHK Apartment in DLF Phase 5, Gurgaon","['American Express', 'IDFC FIRST Bank', 'Golf Course Road', 'Sector 42-43', 'Lancers International School']","{'american express': '12 m', 'idfc first bank': '69 m', 'golf course road': '170 m', 'sector 42 43': '600 m', 'lancers international school': '750 m', 'sector 53 54': '850 m', 'paras hospital': '1.2 km', 'ernst & young': '1.5 km', 'shalom hills international school': '1.5 km', 'ardee mall': '2.1 km', 'delhi public school': '2.3 km', 'mgf megacity mall': '3.5 km', 'sunset point': '3.2 km', 'fortis hospital': '3.5 km', ""oyster's water park"": '4.2 km'}",https://www.99acres.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-npxid-r12068,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,868 - 3,979 sq.ft.', 'price-range': '₹ 6.77 - 6.96 Cr'}}","['Swimming Pool', 'Sun Deck', 'Lawn Tennis Court', 'Earthquake Resistant', 'Party Lawn', 'Vastu Compliant', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']",Swimming Pool Sun Deck Lawn Tennis Court Earthquake Resistant Party Lawn Vastu Compliant Basketball Court Badminton Court Entrance Lobby
Godrej Oasis,"2, 3, 4 BHK Apartment in Sector 88A, Gurgaon","['Pataudi road', 'Dwarka expressway', 'Double Infinity market', 'Bamroli Cricket Ground', 'Aman Hospital']","{'pataudi road': '600m', 'dwaraka expressway': '1.8Km', 'double infinity market': '1.8Km', 'bamroli cricket ground': '2.1Km', 'amma hospital': '2.5Km', 'kidzee': '3.8Km', 's n international school': '3.9Km'}",https://www.99acres.com/godrej-oasis-sector-88a-gurgaon-npxid-r28232,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,166.81 - 1,167.88 sq.ft.', 'price-range': '₹ 1.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,291.67 - 1,492.95 sq.ft.', 'price-range': '₹ 1.69 - 1.95 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,614 sq.ft.', 'price-range': '₹ 2.11 Cr'}}","['Bus Shelter', 'Concierge Service', 'Swimming Pool', 'Grocery Shop', 'Shopping Centre', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Table Tennis']",Bus Shelter Concierge Service Swimming Pool Grocery Shop Shopping Centre Sun Deck Lawn Tennis Court Toddler Pool Table Tennis
Anant Raj Estate Plots,"Land in Sector 63, Gurgaon","['Paras Trinity', 'Indira Gandhi Eye Hospital', 'The Shriram Millennium School', 'Lemon Tree Hotel', 'Golf course extension road']","{'paras trinity mall': '1Km', 'indira gandhi eye hospital': '2.9Km', 'the shriram millennium school': '3.3Km', 'lemon tree hotel': '3.6Km', 'golf course extension rd': '3.9Km', 'aipl business club': '4.5Km', 'sector 55 56 rapid metro station': '5.7Km', 'indira gandhi international airport': '23Km'}",https://www.99acres.com/anant-raj-estate-plots-sector-63-gurgaon-npxid-r368126,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,160 - 3,240 sq.ft.', 'price-range': '₹ 4.2 - 6.3 Cr'}}","['Swimming Pool', 'Restaurant', 'Spa', 'Shopping Centre', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']",Swimming Pool Restaurant Spa Shopping Centre Yoga/Meditation Area Sewage Treatment Plant Rain Water Harvesting Club House 24/7 Power Backup
Mapsko The Icon 79,"4 BHK Apartment in Sector 79, Gurgaon","['NH 48', 'Sapphire 83 Mall', 'Narayana e-Techno School - Manesar', 'Garhi Harsaru Junction', 'Miracles Apollo Cradle Hospital']","{'nh 248': '4.6 KM', 'sapphire 93 mall': '6 KM', 'narayana e techno school': '5.8 KM', 'garhi harsaru junction': '11.8 KM', 'miracles apollo cradle /spectra hospital': '5.5 KM', 'dpg degree college': '11.8 KM', 'indira gandhi international airport': '31.2 KM', 'savoy suites': '6.2 KM', 'golden greens golf & resorts limited': '11.4 KM', 'nakhrola stadium': '5.8 KM', 'de adventure park': '11.1 KM', 'dlf corporate greens': '8.4 KM'}",https://www.99acres.com/mapsko-the-icon-79-sector-79-gurgaon-npxid-r408246,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,500 sq.ft.', 'price-range': '₹ 2.99 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Spa', 'Steam Room', 'Squash Court', 'Cafeteria', 'Billiards']",Mini Theatre Swimming Pool Bar/Chill-Out Lounge Business Lounge Spa Steam Room Squash Court Cafeteria Billiards
DLF Regal Gardens,"2, 3, 4 BHK Apartment in Sector 90, Gurgaon","['HDFC Bank, Pataudi Rd', 'Holiday Inn Gurugram Sector 90', 'SS Omnia, Sector 86', 'Canara Bank - Nawada Fatehpur', 'ICICI Bank ATM, Sector 86']","{'hdfc bank pataudi rd': '1.6 KM', 'holiday inn sector 90': '1.6 KM', 'ss omnia mall': '1.9 KM', 'canara bank nawada fatehpur': '2.2 KM', 'icici bank atm sector 86': '2.3 KM', 's n international school': '2.3 KM', 'silver streak multi speciality': '2.3 KM', 'aarvy healthcare super speciality hospital': '2.9 KM', 'rhm public school': '3 KM', 'miracles apollo cradle /spectra hospital': '3.2 KM', 'minda industries nawada fatehpur': '4.2 KM', 'numberdar market imt manesar': '4.2 KM', ""sodhi's supermarket sector 82"": '4.6 KM', 'm3m sco shop cum office': '4.8 KM', 'state bank of india': '5.7 KM'}",https://www.99acres.com/dlf-regal-gardens-sector-90-gurgaon-npxid-r2718,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,438 - 1,527 sq.ft.', 'price-range': '₹ 91.61 - 97.29 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,693 - 1,967 sq.ft.', 'price-range': '₹ 1.24 - 1.71 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,215 sq.ft.', 'price-range': '₹ 1.59 - 1.93 Cr'}}","['Swimming Pool', 'School', 'Card Room', 'Solar Water Heating', 'Waiting Lounge', 'Theatre', 'Gazebo', 'Pool Table', 'Billiards']",Swimming Pool School Card Room Solar Water Heating Waiting Lounge Theatre Gazebo Pool Table Billiards
DLF The Icon,"4 BHK Apartment in DLF Phase 5, Gurgaon","['Heritage Intl Xperiential School', 'Sector 42-43 Rapid Metro Station', 'Paras Hospitals, Gurgaon', 'Ardee Mall', 'Sushant University']","{'heritage intl xperiential school': '450 Meter', 'sector 42 43 rapid metro station': '750 Meter', 'paras hospital': '1.6 KM', 'ardee mall': '2.2 KM', 'sushant university': '3.2 KM', 'nh 248 a': '8.1 KM', 'indira gandhi international airport': '16.3 KM'}",https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,575 - 2,750 sq.ft.', 'price-range': '₹ 5.8 Cr'}}","['Swimming Pool', 'Restaurant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Power Back up Lift']",Swimming Pool Restaurant Skating Rink Wi-Fi Connectivity Property Staff Lawn Tennis Court Video Door Security Multipurpose Court Power Back up Lift
Vatika Sovereign Park,"3, 4 BHK Apartment in Sector 99, Gurgaon","['Imperial Heritage School', 'Vibrant Hospital', 'The Esplanade Mall', 'Dwarka Expressway', 'SGT University']","{'imperial heritage school': '3.2 Km', 'vibrant hospital': '3.8 Km', 'the esplanade mall': '3.8 Km', 'dwaraka expressway': '4.3 Km', 'sgt university': '8.8 Km', 'quality inn gurgaon': '9.1 Km', 'skyjumper trampoline park': '10.2 Km', 'kmp expressway': '13.4 Km', 'imt manesar': '14.2 Km', 'indira gandhi international airport': '25.4 Km'}",https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,750 - 3,815 sq.ft.', 'price-range': '₹ 2.15 - 2.99 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,200 - 5,975 sq.ft.', 'price-range': '₹ 2.51 - 4.68 Cr'}}","['Swimming Pool', 'Terrace Garden', 'High Speed Elevators', 'Sauna', 'Piped Gas', 'Spa', 'Steam Room', 'Pool Table', 'Shopping Centre']",Swimming Pool Terrace Garden High Speed Elevators Sauna Piped Gas Spa Steam Room Pool Table Shopping Centre
Vatika Sovereign Next,"3, 4, 5 BHK Apartment in Sector 82A, Gurgaon","['Sapphire 83 Mall', 'Hyatt Regency Gurgaon', 'Miracles Apollo Cradle Hospital', 'Delhi Public School, Sector 84', 'NH 48']","{'sapphire 93 mall': '600 Meter', 'hyatt regency': '2.2 KM', 'miracles apollo cradle /spectra hospital': '2.2 KM', 'delhi public school': '2.4 KM', 'nh 248': '3 KM', 'sector 86 road': '3.3 KM', 'aapno ghar': '3.6 KM', 'minda industries limited': '4.2 KM', 'garhi harsaru junction': '8.5 KM', 'tau devilal sports complex': '11.8 KM', 'orchid business park': '11.8 KM', 'indira gandhi international airport': '27.3 KM'}",https://www.99acres.com/vatika-sovereign-next-sector-82a-gurgaon-npxid-r39998,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,600 - 2,650 sq.ft.', 'price-range': '₹ 2.05 - 2.09 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,140 sq.ft.', 'price-range': '₹ 4.05 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,902.27 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Barbecue', 'Pergola', 'Sauna', 'Steam Room', 'Gazebo', 'Property Staff', 'Sun Deck', 'Earthquake Resistant']",Swimming Pool Barbecue Pergola Sauna Steam Room Gazebo Property Staff Sun Deck Earthquake Resistant
Central Park Flower Valley The Room,"1, 2 BHK Apartment, 2, 3 BHK Independent Floor in Sohna, Gurgaon","['Central Park II Road', 'Badshahpur Sohna Rd Hwy', 'Raheja Mall', 'Park Hospital', 'Gurugram University']","{'central park ii road': '13 Meter', 'badshahpur sohna rd hwy': '1 KM', 'raheja mall': '1.2 KM', 'park hospital': '2.7 KM', 'gurugram university': '4.7 KM', 'cd international school': '5.6 KM', 'huda metro station': '5.9 KM', 'indira gandhi international airport': '18.9 KM'}",https://www.99acres.com/central-park-flower-valley-the-room-sohna-gurgaon-npxid-r250617,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '837 - 1,272 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,620 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,737 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Laundry', 'ATM', 'Restaurant', 'Creche/Day care', 'Theatre', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria']",Swimming Pool Laundry ATM Restaurant Creche/Day care Theatre Wi-Fi Connectivity Property Staff Cafeteria
M3M Sky Lofts,"1, 2, 3 BHK Service Apartment in Sector 71, Gurgaon","['Sohna Road', 'Vega School', 'Omex City Centre Mall', 'Polaris Hospital', 'NH 48']","{'sohna road': '2.1Km', 'vega school': '2.5Km', 'omaxe city centre mall': '3.6Km', 'polaris hospital': '4.6Km', 'nh 248': '5Km', 'skyjumper trampoline park': '5.6Km', 'sector 55 56 rapid metro station': '8.8Km', 'indira gandhi international airport': '23 KM'}",https://www.99acres.com/m3m-sky-lofts-sector-71-gurgaon-npxid-r324823,"{'1 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '683 - 1,472 sq.ft.', 'price-range': '₹ 6.49 - 13.99 Cr'}, '2 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '1,406 - 1,683 sq.ft.', 'price-range': '₹ 13.36 - 16 Cr'}, '3 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '1,473 sq.ft.', 'price-range': '₹ 14 Cr'}}","['Bowling Alley', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Golf Course', 'Conference room', 'Restaurant', 'Spa', 'Theatre']",Bowling Alley Swimming Pool Lounge Bar/Chill-Out Lounge Golf Course Conference room Restaurant Spa Theatre
Golden Park,"Land in Sohna, Gurgaon","['Damdama Lake Rd', 'Vardaan Hospital & Trauma Centre', 'Sohna Bus Stand', 'Badshahpur Sohna Rd Hwy', 'Sohna Hill Viewpoint']","{'damdama lake rd': '220 Meter', 'vardaan hospital': '2.8 KM', 'sohna bus stand': '2.9 KM', 'badshahpur sohna rd hwy': '3.7 KM', 'sohna hill viewpoint': '5.8 KM', 'kr mangalam university': '20.8 KM', 'indira gandhi international airport': '40.9 KM'}",https://www.99acres.com/golden-park-sohna-gurgaon-npxid-r400381,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,125 - 1,575 sq.ft.', 'price-range': '₹ 99 L - 1.39 Cr'}}","['Swimming Pool', 'Volley Ball Court', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Basketball Court']",Swimming Pool Volley Ball Court Pergola Skating Rink Fountain Cricket Pitch Sun Deck Lawn Tennis Court Basketball Court
Ireo Savannah,"Land in Sector-35 Sohna, Gurgaon","['KR Mangalam University Sohna', 'GD Goenka World School', 'Badshahpur Sohna Rd Hwy', 'Civil Hospital', 'Country Inn & Suites By Radisson']","{'kr mangalam university': '1.7 KM', 'g d goenka world school': '1.9 KM', 'badshahpur sohna rd hwy': '1.4 KM', 'civil hospital': '3.8 KM', 'country inn & suites by radisson': '8.1 KM', 'airia mall': '11.6 KM', 'gurgaon old railway station': '24.2 KM', 'indira gandhi international airport': '35.3 KM'}",https://www.99acres.com/ireo-savannah-sector-35-sohna-gurgaon-npxid-r406279,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,152 - 1,611 sq.ft.', 'price-range': '₹ 90.01 L - 1.34 Cr'}}","['Multipurpose Court', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']",Multipurpose Court Basketball Court Badminton Court Yoga/Meditation Area Sewage Treatment Plant CCTV Camera Security Jogging Track Rain Water Harvesting 24x7 Security
Satya Merano Greens,"Land in Sector 99A, Gurgaon","['Excellere World School', 'Satya The Hive Mall', 'Vibrant Hospital', 'Dwarka Expressway', 'Ramgarh Farms & Resort']","{'excellere world school': '3 Km', 'satya the hive mall': '3.5 Km', 'vibrant hospital': '4.4 Km', 'dwaraka expressway': '75 mtrs', 'ramgarh farms & resort': '6.4 Km', 'holiday inn sector 90': '7.2 Km', 'hero honda chowk': '9.8 Km', 'dpgitm engineering college': '10.3 Km', 'imt manesar': '12.6 Km', 'indira gandhi international airport': '28.3 Km'}",https://www.99acres.com/satya-merano-greens-sector-99a-gurgaon-npxid-r382315,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,104.89 - 1,506.95 sq.ft.', 'price-range': '₹ 1.17 - 1.6 Cr'}}","['Swimming Pool', 'Card Room', 'Cafeteria', 'Shopping Centre', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre', 'Toddler Pool', 'Party Lawn']",Swimming Pool Card Room Cafeteria Shopping Centre Cricket Pitch Sun Deck Amphitheatre Toddler Pool Party Lawn
ATS Kocoon,"3, 4 BHK Apartment in Sector 109, Gurgaon","['Euro International School', 'Jagdish Super Market', 'Gyaananda School', 'Bharat Petroleum Shree Shyam Filling', 'The Club, International City']","{'euro international school': '210 mtrs', 'jagdish super market': '350 mtrs', 'gyaananda school': '550 mtrs', 'bharat petroleum shree shyam filling': '1 KM', 'the club international city': '1.1 KM', 'conscient one': '1.1 KM', 'icici bank atm annapurna mkt': '1.1 KM', 'esic dispensary': '1.6 KM', 'canara bank new palam vihar': '2.7 KM', 'dwarka': '3 KM', 'radha krishan mandir': '3.4 KM', 'daultabad stadium': '4.1 KM', 'gurgaon gramin bank': '4.7 KM', 'indira gandhi international airport': '5 KM', 'scr model school': '5.2 KM'}",https://www.99acres.com/ats-kocoon-sector-109-gurgaon-npxid-r24656,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,745 - 2,095 sq.ft.', 'price-range': '₹ 1.5 - 1.98 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,045 sq.ft.', 'price-range': '₹ 2 - 2.59 Cr'}}","['Swimming Pool', 'Laundry', 'Changing Area', 'School', 'Salon', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Wi-Fi Connectivity']",Swimming Pool Laundry Changing Area School Salon Visitors Parking Creche/Day care Squash Court Wi-Fi Connectivity
Paras Quartier,"4 BHK Apartment in Gwal Pahari, Gurgaon","['Sector 55-56 Metro Station', 'Teri Golf Course', 'ASF Insignia SEZ', 'Sushant University', 'Faridabad - Gurgaon Road']","{'sector 55 56 rapid metro station': '5 Km', 'teri golf course': '1.5 Km', 'asf insignia sez': '3.6 Km', 'sushant university': '5 Km', 'faridabad gurgaon rd': '6 Meter', 'golden tulip suites gurgaon': '2.1 Km', 'paras hospital': '7.4 Km', 'south point mall': '7.9 Km', ""oyster's water park"": '10.8 Km', 'nh 148a': '7.9 Km', 'indira gandhi international airport': '20.1 Km', ""lingaya's lalita devi institute"": '3.4 Km', 'pathways school gurgaon': '3.2 Km'}",https://www.99acres.com/paras-quartier-gwal-pahari-gurgaon-npxid-r11794,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,000 - 6,000 sq.ft.', 'price-range': '₹ 7 - 8.4 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Business Lounge', 'Volley Ball Court', 'RO System', 'Aerobics Centre', 'Card Room', 'Spa', 'Steam Room']",Mini Theatre Swimming Pool Business Lounge Volley Ball Court RO System Aerobics Centre Card Room Spa Steam Room
Ashiana Amarah,"3, 4 BHK Apartment in Sector 93, Gurgaon","['Pranavananda International School', 'Kidzee Sec-93', 'Holiday Inn Gurugram Sector 90', 'City Square', 'Newtown Square Mall']","{'pranavananda international school': '650 M', 'kidzee sec 93': '1.9 Km', 'holiday inn sector 90': '2.5 Km', 'city square': '3.1 Km', 'newtown square mall': '3.1 Km', 'arvy hospital': '3.2 Km', 'jhankar group of institutions': '5 Km', 'dwaraka expressway': '5.1 Km', 'garhi harsaru junction': '5.8 Km', 'sant soordas sihi metro station': '7.4 Km', 'indira gandhi international airport': '32.4 Km'}",https://www.99acres.com/ashiana-amarah-sector-93-gurgaon-npxid-r396809,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,000 - 1,205 sq.ft.', 'price-range': '₹ 1 - 1.21 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,408 sq.ft.', 'price-range': '₹ 1.41 Cr'}}","['Swimming Pool', 'Flower Garden', 'Library', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Entrance Lobby', 'Yoga/Meditation Area']",Swimming Pool Flower Garden Library Lawn Tennis Court Amphitheatre Basketball Court Badminton Court Entrance Lobby Yoga/Meditation Area
JMS Prime Land,"Land in Sector 95A, Gurgaon","['Pataudi Road', 'RPS International School', 'Aarvy Healthcare Hospital', 'Garhi Harsaru Junction', 'Dwarka Expressway']","{'pataudi road': '0.1 Km', 's n international school': '3.4 Km', 'aarvy healthcare super speciality hospital': '3.5 Km', 'garhi harsaru junction': '3.7 Km', 'dwaraka expressway': '4.4 Km', 'holiday inn sector 90': '5.5 Km', 'western peripheral expressway': '6.8 Km', 'sapphire 93 mall': '7 Km', 'heritage badminton academy': '8.3 Km', 'sgt university': '11.1 Km', 'indira gandhi international airport': '31 Km'}",https://www.99acres.com/jms-prime-land-sector-95a-gurgaon-npxid-r374204,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '945 - 1,197 sq.ft.', 'price-range': '₹ 1.34 - 1.7 Cr'}}","['Reflexology Park', 'Volley Ball Court', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Badminton Court']",Reflexology Park Volley Ball Court Skating Rink Cricket Pitch Amphitheatre Party Lawn Community Hall Basketball Court Badminton Court
India Rashtra,"Land in Sector 88A, Gurgaon","['Dwarka Expy/Northern Peripheral Rd', 'Dwarka expressway Basai crossing', 'Euro Intl School, Sector 37D, Gurugram', 'Garhi Harsaru Junction', 'The Esplanade Mall']","{'dwarka expy/northern peripheral rd': '11 Meter', 'dwarka expressway basai crossing': '4.1 KM', 'euro international school': '4.1 KM', 'garhi harsaru junction': '6.9 KM', 'the esplanade mall': '7.4 KM', 'sethi hospital': '9.4 KM', 'sgt university': '11.9 KM', 'the northcap university': '16.1 KM', 'park hospital': '12.1 KM', 'omaxe city centre mall': '12.1 KM', 'indira gandhi international airport': '28.5 KM'}",https://www.99acres.com/india-rashtra-sector-88a-gurgaon-npxid-r403084,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 3,852 sq.ft.', 'price-range': '₹ 2.7 - 5.78 Cr'}}","['Swimming Pool', 'CCTV Camera Security', '24x7 Security', 'Club House', 'Gated Community', 'Landscape Garden', 'Car Parking', 'Security Cabin']",Swimming Pool CCTV Camera Security 24x7 Security Club House Gated Community Landscape Garden Car Parking Security Cabin
Vipul Tatvam Villa,"3, 4, 5 BHK Villa in Sector 48, Gurgaon","['HDFC Bank', 'The Sixth Element School', 'K.R.Mangalam World School', 'Sushil Park', 'Peer Baba Ki Mazar']","{'hdfc bank': '43 mtrs', 'the sixth element school': '270 mtrs', 'krmangalam world school': '650 mtrs', 'sushil park': '400 mtrs', 'peer baba ki mazar': '400 mtrs', 'punjab national bank': '2.0 kms', 'conexuslife b35': '160 mtrs', 'medhaam pre school & daycare': '850 mtrs', 'moksh wellness pvt ltd': '650 mtrs', 'marriott courtyard': '1.5 kms', 'axis bank': '1.4 kms', 'world tech park': '2.4 kms', 'athena': '2.6 kms', 'bharat petroleum petrol pump': '2.6 kms', 'star mall': '2.3 kms'}",https://www.99acres.com/vipul-tatvam-villa-sector-48-gurgaon-npxid-r33,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,000 sq.ft.', 'price-range': '₹ 5.7 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '4,000 - 4,750 sq.ft.', 'price-range': '₹ 7.5 - 12 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,150 - 7,650 sq.ft.', 'price-range': '₹ 16.5 - 22 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court', 'Multipurpose Court']",Swimming Pool Bar/Chill-Out Lounge Pergola Wi-Fi Connectivity Property Staff Cafeteria Fountain Lawn Tennis Court Multipurpose Court
Orris Woodview Residencies,"Land in Sector 89, Gurgaon","['Bamroli Cricket Ground', 'Pataudi Road', 'Sanskar Jyoti School', 'Dwarka Expressway', 'City Square']","{'bamroli cricket ground': '1Km', 'pataudi road': '1Km', 'sanskar jyoti school': '1.1Km', 'dwaraka expressway': '3Km', 'city square': '3.2Km', 'garhi harsaru junction': '4.3Km', 'arc multi speciality hospital': '4.3Km', 'nh 248': '5.1Km', 'sgt university': '10.1Km'}",https://www.99acres.com/orris-woodview-residencies-sector-89-gurgaon-npxid-r136297,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 6,030 sq.ft.', 'price-range': '₹ 1.92 - 4.26 Cr'}}","['Earthquake Resistant', 'Vastu Compliant', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']",Earthquake Resistant Vastu Compliant Yoga/Meditation Area Indoor Games Sewage Treatment Plant CCTV Camera Security Jogging Track Rain Water Harvesting 24x7 Security
Emaar MGF Palm Hills,"3, 4 BHK Apartment in Sector 77, Gurgaon","['Narayana e Techno School', 'Sapphire 83 Mall', 'Hyatt Regency Gurgaon', 'Medeor Hospital, Manesar', 'De Adventure Park']","{'narayana e techno school': '2 Km', 'sapphire 93 mall': '3.4 Km', 'hyatt regency': '4.4 Km', 'medeor hospital manesar': '7.3 Km', 'de adventure park': '8.3 Km', 'dwaraka expressway': '8.4 Km', 'dpgitm engineering college': '8.9 Km', 'imt manesar': '10 Km', 'sohna road': '10.2 Km', 'indira gandhi international airport': '29.5 Km'}",https://www.99acres.com/emaar-mgf-palm-hills-sector-77-gurgaon-npxid-r804,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,450 - 2,025 sq.ft.', 'price-range': '₹ 1.2 - 1.69 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,950 sq.ft.', 'price-range': '₹ 1.61 Cr'}}","['Swimming Pool', 'Business Lounge', 'Salon', 'ATM', 'High Speed Elevators', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Cafeteria']",Swimming Pool Business Lounge Salon ATM High Speed Elevators Spa Creche/Day care Grocery Shop Cafeteria
Vatika City,"2, 3, 4 BHK Apartment in Sector 49, Gurgaon","[""Guls' Kitchen"", 'The Nook', 'Open Tap', 'Frescos', 'Subway']","{""guls' kitchen"": '1.1km', 'the nook': '3.1km', 'open tap': '3km', 'frescos': '3.3km', 'subway': '3km', 'bob atm': '3km', 'pnb atm': '3.1km', 'hdfc bank atm': '1km', 'yes bank atm': '3.3km', 'citibank atm': '1.9km', 'gurugram hospital': '2.5km', 'ektaa hospitals': '2.1km', 'park hospital': '3km', 'polaris hospital': '4km', 'govind hospital': '3.6km'}",https://www.99acres.com/vatika-city-sector-49-gurgaon-npxid-r12222,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Built-up Area', 'area': '1,062.82 - 1,122.69 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,580.86 - 2,252.84 sq.ft.', 'price-range': '₹ 1.66 - 2.37 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Built-up Area', 'area': '2,081.85 - 2,336.11 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Card Room', 'Restaurant', 'Creche/Day care', 'Grocery Shop', 'Cafeteria', 'Banquet Hall', 'Shopping Centre']",Swimming Pool Bar/Chill-Out Lounge Card Room Restaurant Creche/Day care Grocery Shop Cafeteria Banquet Hall Shopping Centre
