sector,area,price,feature
sector 26,420,14.31,Basic
sector 26,420,11.8,Basic
sector 39,420,6.33,Premium
sector 42,420,9.54,Premium
sector 55,420,8.28,Premium
sector 26,420,28.0,Premium
sector 43,420,9.5,Standard
sector 25,420,15.0,Premium
sector 51,420,7.03,Premium
sector 42,420,8.38,Premium
sector 45,420,8.25,Premium
sector 65,420,11.15,Premium
sector 65,420,11.29,Premium
sector 38,420,6.02,Premium
sector 45,420,11.0,Premium
sector 41,420,14.15,Premium
sector 41,420,14.0,Premium
sector 52,420,7.49,Premium
sector 40,420,8.13,Premium
sector 46,420,7.4,Premium
sector 23,420,5.8,Standard
sector 51,420,11.8,Premium
sector 25,420,17.5,Premium
sector 25,420,14.0,Premium
sector 26,420,16.0,Premium
sector 57,420,9.0,Premium
sector 26,420,12.5,Premium
sector 41,420,11.5,Premium
sector 45,420,9.0,Premium
sector 48,420,8.53,Premium
sector 2,420,8.28,Premium
sector 24,420,12.0,Premium
sector 45,420,12.5,Standard
sector 9a,420,4.5,Standard
sector 15,420,12.0,Premium
sector 24,420,9.5,Premium
sector 24,420,10.54,Standard
sector 24,420,11.29,Standard
sector 48,420,8.53,Standard
sector 51,420,12.55,Standard
sector 26,420,12.5,Basic
sector 57,420,10.5,Standard
sector 55,420,7.45,Standard
sector 45,420,11.29,Premium
sector 9a,420,5.0,Premium
sector 46,420,10.6,Standard
sector 26,420,14.5,Basic
sector 24,420,11.25,Standard
sector 65,420,11.5,Premium
sector 91,420,6.28,Premium
sector 67,420,6.53,Premium
sector 67,420,6.78,Premium
sector 21,420,5.1,Standard
sector 23,420,5.65,Standard
sector 25,420,15.5,Premium
sector 56,420,7.5,Premium
sector 26,420,13.0,Premium
sector 65,421,9.05,Premium
sector 65,421,8.75,Premium
sector 65,421,8.95,Premium
sector 33 sohna,424,7.5,Premium
sector 24,426,8.14,Premium
sector 28,430,7.97,Premium
sector 28,430,9.25,Premium
sector 25,431,12.1,Basic
sector 38,434,6.85,Basic
sector 42,435,16.0,Basic
sector 30,435,3.67,Basic
sector 2,435,9.25,Basic
sector 2,435,6.49,Standard
sector 2,435,9.0,Standard
sector 2,435,7.65,Basic
sector 2,435,6.18,Standard
sector 2,435,6.3,Standard
sector 2,435,6.0,Basic
sector 2,435,6.65,Standard
sector 2,435,7.49,Premium
sector 2,435,7.5,Premium
sector 2,435,6.32,Standard
sector 2,435,6.35,Standard
sector 2,435,6.5,Standard
sector 2,435,7.12,Standard
sector 2,435,7.0,Premium
sector 2,435,5.5,Premium
sector 2,435,6.0,Premium
sector 2,435,6.9,Premium
sector 2,435,7.25,Standard
sector 2,435,6.24,Standard
sector 2,435,7.5,Basic
sector 2,435,7.25,Basic
sector 23,435,7.0,Standard
sector 2,435,7.3,Basic
sector 2,435,7.0,Standard
sector 30,439,4.46,Basic
sector 67,441,5.81,Premium
sector 2,446,6.0,Standard
manesar,450,4.5,Basic
sector 73,450,10.76,Basic
sector 73,450,9.95,Premium
sector 73,450,10.0,Premium
sector 26,450,16.0,Standard
sector 73,450,1.0,Premium
sector 73,450,10.76,Premium
sector 73,450,12.11,Premium
sector 73,450,9.4,Premium
sector 73,451,11.86,Basic
sector 26,452,13.0,Basic
sector 2,452,7.0,Premium
sector 108,460,7.15,Premium
sector 33 sohna,460,7.8,Basic
sector 4,460,4.5,Standard
sector 108,462,5.25,Premium
sector 49,466,7.35,Standard
sector 49,466,7.33,Standard
sector 25,468,13.2,Premium
sector 17,481,7.26,Premium
sector 108,490,5.3,Basic
sector 108,490,5.3,Premium
sector 108,490,5.2,Standard
sector 108,491,4.87,Basic
sector 26,500,17.5,Premium
sector 88a,502,6.0,Premium
farukhnagar,510,1.65,Standard
sector 73,511,11.6,Basic
sector 73,512,11.38,Basic
sector 99,512,6.12,Premium
sector 26,527,18.9,Premium
sector 99,539,7.09,Standard
sector 99,539,6.64,Standard
sector 99,539,7.42,Premium
sector 99,539,5.8,Premium
sector 99,539,6.45,Premium
sector 26,543,16.5,Basic
sector 50,554,11.6,Premium
sector 43,559,13.5,Premium
sector 91,564,6.75,Premium
sector 25,570,21.0,Basic
sector 25,570,22.0,Standard
sector 73,585,12.6,Standard
sector 108,585,6.3,Premium
sector 108,585,7.0,Premium
sector 73,585,14.5,Premium
sector 73,585,14.0,Premium
sector 73,585,12.6,Premium
sector 73,600,9.7,Basic
sector 49,613,10.0,Standard
sector 43,616,19.25,Premium
sector 108,627,6.4,Premium
sector 99,627,8.25,Premium
sector 108,627,6.75,Premium
sector 108,637,5.64,Standard
sector 50,644,12.7,Premium
sector 49,644,12.7,Premium
sector 49,645,12.7,Standard
sector 45,648,13.18,Standard
sector 45,661,10.0,Basic
sector 2,669,8.7,Standard
sector 2,669,8.8,Standard
sector 82a,669,8.0,Premium
sector 2,669,8.0,Premium
sector 2,669,10.0,Premium
sector 2,669,10.25,Standard
sector 43,673,35.0,Premium
sector 43,680,21.0,Basic
sector 43,680,19.75,Basic
sector 43,680,20.3,Premium
sector 43,688,24.0,Standard
sector 43,690,31.0,Premium
sector 43,691,20.0,Basic
sector 91,698,6.68,Premium
sector 57,700,12.5,Premium
sector 43,809,32.0,Basic
sector 43,809,25.0,Basic
sector 113,836,8.5,Basic
sector 2,836,7.5,Basic
sector 2,836,17.5,Basic
sector 49,836,17.5,Basic
sector 49,836,20.0,Basic
sector 47,836,18.0,Premium
sector 2,836,12.2,Standard
sector 2,836,3.0,Premium
sector 55,836,16.5,Basic
sector 26,836,30.0,Basic
sector 2,836,13.0,Standard
sector 83,836,8.0,Standard
sector 2,836,4.5,Basic
sector 67,836,11.0,Premium
sector 67,836,11.5,Premium
sector 26,836,37.0,Premium
sector 41,838,28.0,Premium
sector 2,841,4.53,Standard
sector 25,855,25.5,Basic
sector 26,855,25.51,Basic
sector 26,855,23.5,Basic
sector 26,855,25.5,Basic
sector 26,855,32.0,Premium
sector 47,885,19.0,Premium
sector 26,887,32.0,Premium
sector 47,890,21.28,Basic
sector 47,899,19.0,Premium
sector 25,910,30.75,Basic
sector 25,910,29.75,Basic
sector 99,920,2.2,Standard
sector 52,932,11.71,Premium
sector 2,1012,2.5,Standard
sector 12a,1129,1.12,Basic
sector 102,1138,12.93,Standard
sector 25,1208,34.0,Basic
sector 25,1208,31.0,Basic
sector 108,1254,1.3,Premium
sector 11,1463,5.25,Basic
sohna road,1672,2.0,Basic
sector 70,1672,3.6,Premium
sohna road,2090,2.5,Basic
sohna road,2174,2.45,Basic
manesar,3716,6.0,Basic
sidhrawali,4047,5.0,Basic
sohna road,4047,4.0,Basic
pataudi,4047,4.5,Standard
